serial no. of polling station,location_clean,building_clean,polling areas,Winner_Party,Margin_Percentage
9,Akshara Matriculaction School (West Portion ) Rajambadi,Akshara Matriculaction School (West Portion ) Rajambadi,1.Karadipatti (R.V) Karadipatti (P) Rajambadi Ward 2,tamilaga vettri kazhagam,19.69178082191781
10,Alampatti - 625019,Pt Union Ele School,"1 - Karadipatti (R.V) Karadipatti (P), Alampatti Ward 3 (Sl.No 1 to 716)",tamilaga vettri kazhagam,18.63560732113145
13,Karadipatti -625019,Village Panchayat Common Service Centre Theni Main Road,1.Karadipatti (R.V) Karadipatti (P) Thiruveni Nagar Ward 2 2.Karadipatti (R.V) Karadipatti (P) Vadivel Nagar Ward 2 3.Karadipatti (R.V) Karadipatti (P) V.V.Giri Street Ward 2 4.Karadipatti (R.V) Karadipatti (P) Sarvodaya Nagar Ward 2 5.Karadipatti (R.V) Karadipatti (P) V.P.Sinthan Nagar Ward 2,tamilaga vettri kazhagam,9.985528219971057
14,"Vijayalakshmi Sanjeevi malaiyan mazhalaiyar magizhvagam Primary School (T Mathiprakash Kids Room) Theni Main
Road Karadipatti","Vijayalakshmi Sanjeevi malaiyan mazhalaiyar magizhvagam Primary School (T Mathiprakash Kids Room) Theni Main
Road Karadipatti","1.Karadipatti (R.V) Karadipatti (P) Gurusamy Nagar Ward 2 2.Karadipatti (R.V) Karadipatti (P) Central Bank Colony Ward 28.
3.Karadipatti (R.V) Karadipatti (P) Emmanuvel Nagar Ward 2",tamilaga vettri kazhagam,16.01208459214502
16,Karadipatti-625019,Panchayat Union Library,"1.Karadipatti (R.V) Karadipatti (P) Bharathiyar Nagar 8,9,10,11 th Street Ward 4 , 2.Karadipatti (R.V) Karadipatti (P) Theni main road Ward 4 ,
3.Karadipatti (R.V) Karadipatti (P) Onthimalai Ward 3 ,
4.Karadipatti (R.V) Karadipatti (P) Forest colony Ward 2",tamilaga vettri kazhagam,12.41184767277856
18,Nagamalai Pudhukkottai -625019,"Anganwadi Centre I (North Building) ,Mandhai Thidal","1.Vilacheri (R.V) Nagamalaipudukottai (P) Kottai Street Ward 1
2.Vilacheri (R.V) Nagamalaipudukottai (P) Thadathagai Amman Koil Street Ward 2",tamilaga vettri kazhagam,13.18101933216169
19,Nagamalai Pudhukkottai -625019,"Anganwadi Centre I (South Building) ,Mandhai Thidal",1.Vilacheri (R.V) Nagamalaipudukottai (P) Mela Street Ward 2 2.Vilacheri (R.V) Nagamalaipudukottai (P) Oothu Colony Ward 2 3.Vilacheri (R.V) Nagamalaipudukottai (P) M.G.R. Nagar Ward 2 4.Vilacheri (R.V) Nagamalaipudukottai (P) Malai Part Ward 2,tamilaga vettri kazhagam,18.55123674911661
20,Nagamalai Pudukottai -625019,"Pt Union Middle School, Northern Building East Side",1.Vilacheri (R.V) Nagamalaipudukottai (P) Harijana Colony Mela Theru Ward3,tamilaga vettri kazhagam,22.95081967213115
25,Southern Side Nagamalai Pudukottai 625019,Pt Union Middle School,"1.Vilacheri (R.V) Nagamalaipudhukottai(P) Theni Main Road Ward 6 2.Vilacheri (R.V) Nagamalaipudukottai (P) Police Station Street Ward 6
3.Vilacheri (R.V) Nagamalaipudukottai (P) Police Station Street Ward 6",tamilaga vettri kazhagam,18.02232854864434
29,Nagamalai Pudukottai -625019,"Sirumalar Girls Hr Sec School, Therasa Hall","1.Vilacheri (R.V) Nagamalai Puthukottai (P) Valluvar Street., Ward 7, 2.Vilacheri (R.V) Nagamalaipudukottai (P) Palanimuthu Street, Ward 7 3.Vilacheri (R.V) Nagamalaipudukottai (P) Ilangovadikal Street , Ward 7 4.Vilacheri (R.V) Nagamalaipudukottai (P) Arignar Anna Street Ward 7 5.Vilacheri (R.V) Nagamalaipudukottai (P) Petchimuthu Nethaji Street Ward 7 6.Vilacheri (R.V) Nagamalaipudukottai (P) Sathasivam Street Ward 7 7.Vilacheri (R.V) Nagamalaipudukottai (P) Subramaniyasiva Street Ward 7 8.Vilacheri (R.V) Nagamalaipudukottai (P) Rajaji Street Ward 7
9.Vilacheri (R.V) Nagamalaipudukottai (P) Jawahar Street Ward 7 10.Vilacheri (R.V) Nagamalaipudukottai (P) Vanjinathan Street Ward 7",tamilaga vettri kazhagam,12.90322580645161
33,Vadivelkarai-625019,Kallar Reclamation Ele School,"1.Vadivelkarai (R.V) Vadivelkarai(P) Vadivelkarai Ward 1, 2.Vadivelkarai (R.V) Vadivelkarai (P) Vadivelkarai Ward 2,
3.Vadivelkarai (R.V) Vadivelkarai (P) Vadivelkarai West ward 3",tamilaga vettri kazhagam,12.63791374122367
41,South building Melakuilkudi-625019,Panchayat Union Elementary School,"1.Melakuilkudi (R.V) Melakuilkudi (P) Makes Worth Nagar Melakuilkudi 2.Melakuilkudi (R.V) Melakuilkudi (P) Central Bank Colony 3.Melakuilkudi (R.V) Sarvodaya Nagar
4.Melakuilkudi (R.V) Melakuilkudi (P) Gokilam Nagar
5.Melakuilkudi (R.V) Melakuilkudi (P) Samanar Malai, Othaveedu, Melakuilkudi 6.Melakuilkudi (R.V) Melakuilkudi (P) Samayapuram Mariamman Street 7.Melakuilkudi (R.V) Melakuilkudi (P) R.S.Avenue
8.Melakuilkudi (R.V) Melakuilkudi (P) Officer Town",tamilaga vettri kazhagam,20.04357298474946
48,Thoppur-625008,"Panchayat Union Elementary School, Main Building, Eastern Portion","1.Thoppur (R.V) Thoppur (P) Sesaiyar Illam Mesorear Mill Road , Astinpatti Road
2.Thoppur (R.V) Thoppur (P) Tamilnadu Housing Board Quarters
3.Thoppur (R.V) Thoppur (P) T N H B M I G 2
4.Thoppur (R.V) Thoppur (P) T N H B H I G I
5.Thoppur (R.V) Thoppur (P) T N H B L I G I
6.Thoppur (R.V) Thoppur (P) Thoppur Main Road
7.Thoppur (R.V) Thoppur (P) Thoppur Thabovanam",tamilaga vettri kazhagam,13.34816462736374
52,Vedarpuliyankulam-625006,"Panchayat Union Elementary School, Additional Building, Room NO 2",1.Vedarpuliankulam (R.V) Vedarpuliankulam (P) V.P.Sinthan Nagar 2.Vedarpuliankulam (R.V) Vedarpuliankulam (P) Ganapathi Nagar 3.Vedarpuliankulam (R.V) Vedarpuliankulam (P) Soundaram Nagar 4.Vedarpuliankulam (R.V) Vedarpuliankulam (P) Manthai Street 5.Vedarpuliankulam (R.V) Vedarpuliankulam (P) North Street 2 6.Vedarpuliankulam (R.V) Vedarpuliankulam (P) Angaiyarkanni Nagar 7.Vedarpuliankulam (R.V) Vedarpuliankulam (P) South Street,tamilaga vettri kazhagam,11.30952380952381
58,Thanakkankulam-625006,"Kallar Reclamation Primary School, East Building, Eastern Portion","1.Thanakankulam (R.V) Thanakankulam(P) Karthika Nagar 2.Thanakankulam (R.V) Thanakankulam (P) Brintha Nagar 3.Thanakankulam (R.V) Thanakankulam (P) Mullai Nagar
4.Thanakankulam (R.V) Thanakankulam (P) K.V.M.Nagar Mullai Nagar South 5.Thanakankulam (R.V) Thanakankulam (P) Punitha Annal Hospital
6 - Thanakkankulam (R.V) Thanakkankulam (P), Astalakshmi Nagar
7.Thanakankulam (R.V) Thanakankulam (P) Durga Nagar",tamilaga vettri kazhagam,12.04268292682927
61,Thanakkankulam-625006,"Kallar Reclamation Primary School, Middle Building, West Portion","1 - Thanakkankulam (R.V) Thanakkankulam (P), Nethaji Nagar (Sl.No.998 to 1381) 2.Thanakankulam (R.V) Thanakankulam (P) Sowbakiya Nagar
3.Thanakankulam (R.V) Thanakankulam (P) G.S.T.Road 4.Thanakankulam (R.V) Thanakankulam (P) Annai Sivagami Nagar",tamilaga vettri kazhagam,11.02564102564103
62,Thanakkankulam-625006,"St Charles Matric Higher Secondary School,West Building,
Eastern Portion","1 - Thanakkankulam (R.V) Thanakkankulam (P), Burma Colony Ward 5 Sl.No 1 to 995",tamilaga vettri kazhagam,18.26196473551637
63,"Thiruvalluvar nagar
Thanakkankulam-625006","St Charles Girls Higher Secondary School, North Building Western Portion, Class Room XII C1","1.Thanakankulam (R.V) Thanakankulam (P) Burma Colony (Ceylon Colony) Ward , 2.Thanakankulam (R.V) Thanakankulam (P) Kurinji Nagar Ward 4",tamilaga vettri kazhagam,13.84615384615385
64,"Thiruvalluvar nagar
Thanakkankulam-625006","St Charles Girls Higher Secondary School, North Building Centrer Portion, Staff Room","1.Thanakankulam (R.V) Thanakankulam (P) Harijan Colony Ward 5 , 2.Thanakankulam (R.V) Thanakankulam (P) Parambumedu Ward 5
3Thanakankulam (R.V) Thanakankulam (P) Bharathiar Nagar Ward 5",tamilaga vettri kazhagam,24.43384982121573
65,"Thanakkankulam-
625006","St Charles Matric Higher Secondary School, East Building, Northern Portion, Near Computer Section","1 - Thanakkankulam (R.V) Thanakkankulam (P), Thiruvalluvar Nagar Ward 5 (Sl.No 1 to 986) 2.Thanakankulam (R.V) Thanakankulam (P) Odai Colony Ward",tamilaga vettri kazhagam,26.8716577540107
66,Thanakkankulam-625006,"St Charles Matric Higher Secondary School, East Building, South Portion","1. Thanakkankulam (R.V) Thanakkankulam (P), Thiruvalluvar Nagar Ward 5 (Sl.No 986 to 1210) 2.Thanakkankulam (R.V) Thanakkankulam (P), Burma Colony Ward 5 Sl.No 996 to 1260 3.Thanakankulam (R.V) Thanakankulam (P) Ayyar Colony Ward 1
4.Thanakankulam (R.V) Thanakankulam (P) Indra Nagar Ward 5 ,",tamilaga vettri kazhagam,20.77012835472579
68,625006,"Seventhday Adventist Matriculation School (Southern
Portion) Vilachery",1.Vilacheri (R.V) Vilacheri (P) Athisivan Kovil Street Ward 3,tamilaga vettri kazhagam,11.47186147186147
69,Vilacheri-625006,Community Hall,1.Vilacheri (R.V) Vilacheri (P) Mela Street Ward 3 2.Vilacheri (R.V) Vilacheri (P) Pasumpon Street Ward 3 3.Vilacheri (R.V) Vilacheri (P) Yathavar Street Ward 4 4.Vilacheri (R.V) Vilacheri (P) Velar Street Ward 3,tamilaga vettri kazhagam,14.18918918918919
72,625006,"Seventhday Adventist Matriculation School (West Portion)
Vilachery","1.Vilacheri (R.V) Vilacheri (P) Kalaingar Nagar Ward 3
2.Vilacheri (R.V) Vilacheri (P) Eswari Street Ward 4",tamilaga vettri kazhagam,15.44532130777903
76,(East side) Thirunagar-625006,"Seethalakshmi Higher Secondary School, Southern Building, Centre Portion","1.Madurai (C) Thirunagar (TP) Ramabadran Street Ward 94
2.Madurai (C) Thirunagar (TP) Kumarasamy Street Ward 94
3.Madurai (C) Thirunagar (TP) Duraisamy Street Ward 94
4.Madurai (C) Thirunagar (TP) Parthasarathi Street Ward 94
5.Madurai (C) Thirunagar (TP) Subburaman Street Ward 94
6.Madurai (C) Thirunagar (TP) Kadai Street Ward 94
7.Madurai (C) Thirunagar (TP) Rajaji Street Ward 94
8.Madurai (C) Thirunagar (TP) Rajaji Street Police Quarters Ward 94
9.Madurai (C) Thirunagar (TP) Sundarar Street Ward 94
10.Madurai (C) Thirunagar (TP) Shanmugar Street Ward 94
11.Madurai (C) Thirunagar (TP) Meenakshi Street Ward 94
12.Madurai (C) Thirunagar (TP) Brindavan Street Ward 94
13.Madurai (C) Thirunagar (TP) Krishnamoorthy Street Ward 94
14.Madurai (C) Thirunagar(Tp) Sornam Colony Ward 94",tamilaga vettri kazhagam,18.16720257234726
78,(West Side) Thirunagar-625006,"Seethalakshmi Higher Secondary School, Southern Building, Centre Portion","1.Madurai (C) Thirunagar(Tp) Raman Street Ward 95
2.Madurai (C) Thirunagar(Tp) Nethaji Main Road Ward 95
3.Madurai (C) Thirunagar(Tp) Nethaji 1st Cross Street Ward 95
4.Madurai (C) Thirunagar(Tp) Seethalakshmi Mill Complex 95
5.Madurai (C) Thirunagar(Tp) Nethaji 2nd Cross Street Ward 95
6.Madurai (C) Thirunagar(Tp) Nethaji 3rd Cross Street Ward 95
7.Madurai (C) Thirunagar(Tp) Nethaji 4th Street Ward 95
8.Madurai (C) Thirunagar(Tp) Balaji Street 95
9.Madurai (C) Thirunagar(Tp) Chitra Kala Colony 1st Street 94
10.Madurai (C) Thirunagar(Tp) Kunjaram Street Ward 95
11.Madurai (C) Thirunagar(Tp) Masilamani Street 94
12.Madurai (C) Thirunagar(Tp) West Masilamani Street94",tamilaga vettri kazhagam,21.5962441314554
79,Thirunagar-625006,"Seethalakshmi Higher Secondary School, Southern Building, Western Portion","1.Madurai (C) Thirunagar(Tp) Vivekanadar Street Ward 95
2.Madurai (C) Thirunagar(Tp) Elango Street Ward 95
3.Madurai (C) Thirunagar(Tp) GST Road Ward 95
4.Madurai (C) Thirunagar(Tp) Kabilar Street 95
5.Madurai (C) Thirunagar(Tp) Amaithi Solai Ward 95
6.Madurai (C) Thirunagar(Tp) Pandian Street Ward 95
7.Madurai (C) Thirunagar(Tp) Vetri Vinayakar Kovil Street Ward 95
8.Madurai (C) Thirunagar(Tp) Vanjinathan Street Ward 95
9.Madurai (C) Thirunagar(Tp) Parasakthi Street Ward 95
10.Madurai (C) Thirunagar(Tp) Thilagar Street Ward 95
11.Madurai (C) Thirunagar(Tp) Mani Street Ward 94
12.Madurai (C) Thirunagar(Tp) Chitrakala Colony Mani Cross Street 94",tamilaga vettri kazhagam,18.62464183381089
81,West Building Middle Portion (South Side) Thirunagar-625006,Sabitha Bai Kovai Higher Secondary School,"1.Madurai (C) Thirunagar (TP) Seenivasapuram (Annai Sathiya Street) Ward 94
2.Madurai (C) Thirunagar (TP) Teachers Quarters ward 94
3.Madurai (C) Thirunagar (TP) Seenivasa Nagar Ward 94
4.Madurai (C) Thirunagar (TP) Seenivasa Nagar 1st Cross Street Ward 94
5.Madurai (C) Thirunagar (TP) Seenivasa Nagar 2nd Cross Street Ward 94 ,
6.Madurai (C) Thirunagar (TP) Seenivasa Nagar 3rd Cross Street Ward 94
7.Madurai (C) Thirunagar (TP) Visalatchi Street Ward 94 ,
8.Madurai (C) Thirunagar (TP) Thiruvalluvar Street Ward 94 ,",tamilaga vettri kazhagam,17.95665634674922
82,West Building Middle Portion Thirunagar-625006,Sabitha Bai Kovai Higher Secondary School,"1.Madurai (C) Thirunagar (TP) Maruthu Pandiyar Street 94,
2.Madurai (C) Thirunagar (TP) Thirukkumaran 1st Street 94,
3.Madurai (C) Thirunagar (TP) Pillaiyar Kovil Street Ward 94,
4.Madurai (C) Thirunagar (TP) Rasi Street Ward 94 ,
5.Madurai (C) Thirunagar (TP) Sahaya Nagar New Kambar Street 94,
6.Madurai (C) Thirunagar (TP) Vinayagar Kovil Street 94,
7.Madurai (C) Thirunagar (TP) Sivasubramanian Street Ward 94,
8.Madurai (C) Thirunagar (TP) Nehruji Street Ward 94",tamilaga vettri kazhagam,19.79320531757755
85,Thirunagar-625006,"Thirunagar Elementary School, North West Building,South Portion","1.Madurai (C) Thirunagar ( Tp) V.O.C Main Street Ward 94
2.Madurai (C) Thirunagar ( Tp) V.O.C 1st Cross Street Ward 94
3.Madurai (C) Thirunagar (Tp) V.O.C 2nd Street Ward 94
4.Madurai (C) Thirunagar (Tp) V.O.C 3rd Street Ward 94
5.Madurai (C) Thirunagar (Tp) Josephnagar Main Ward 94
6.Madurai (C) Thirunagar (Tp) Joseph Nagar 1st Cross Street Ward 94
7.Madurai (C) Thirunagar ( Tp) Joseph Nagar 2nd Cross Street Ward 94",tamilaga vettri kazhagam,16.11570247933884
87,Thirunagar-625006,"C S Ramachary Memorial Nursery and Primary School, Southern Building , Middle Portion","6.Madurai (C) Thirunagar ( Tp) Manthi Thoppu Ward 94 ,
1.Madurai (C) Thirunagar (TP) Pasumpon 1st street (Achamuthamman Kovil Street) Ward 94,
2.Madurai (C) Thirunagar (TP) Thulasiram Street Ward 94,
3.Madurai (C) Thirunagar (TP) Rajeev Gandhi Street Ward 94,
4.Madurai (C) Thirunagar (TP) Sundar Nagar Ward 94 ,
5.Madurai (C) Thirunagar ( Tp) Joseph Nagar 3rd Cross Street Ward 94",tamilaga vettri kazhagam,17.44360902255639
90,"Thirunagar-
625006","C S Ramachary Memorial Nursery and Primary School, Southern Building , South Portion Class LKG-A","1.Madurai (C) Thirunagar ( Tp) Mannar Thirumalai Nayakkar Street Ward 94
2.Madurai (C) Thirunagar ( Tp) Periyar Nagar Ward 94,",tamilaga vettri kazhagam,22.46520874751491
91,Thirunagar-625006,"MM Higher Secondary School, West Building, Northern Portion, G S T Road, Thirupaparankundram","1.Madurai (C) Thirunagar ( TP) G S T Road Thirupparankudram Ward 94
2.Madurai (C) Thirunagar ( TP) Kalavasal Road Pasumpon Nagar Ward 94
3.Madurai (C) Thirunagar ( TP) Thirumurugan Colony Ward 94
4.Madurai (C) Thirunagar ( TP) Gandhiji Cross Street Ward 94",tamilaga vettri kazhagam,14.73684210526316
92,Thirunagar-625006,"MM Higher Secondary School, West Building, South Centre Portion, Near Stair Case, G S T Road, Thirupaparankundram","1.Madurai (C) Thirupparankundram (Tp) Nellaiyappapuram 1st Street Ward 95
2.Madurai (C) Thirupparankundram (Tp) Nellaiyappapuram 2nd Street Ward95
3.Madurai (C) Thirupparankundram (Tp) Nellaiyappapuram 6th Street 95
4.Madurai (C) Thirupparankundram (Tp) Nellaiyappapuram 7th Street Ward95
5.Madurai (C) Thirupparankundram (Tp) Nellaiyappapuram 8th Street Ward95
6.Madurai (C) Thirupparankundram (Tp) Nellaiyappapuram 9th Street Ward95",tamilaga vettri kazhagam,16.80555555555556
94,Thirunagar-625006,"MM Higher Secondary School, West Building, Sourthern Portion, Thirupaparankundram","1.Madurai (C) Thirupparankundram (Tp) Poonka Street Ward 95
2.Madurai (C) Thirupparankundram (Tp) Sannathi Street Ward 95
3.Madurai (C) Thirupparankundram (Tp) Thamarai Street Ward 95
4.Madurai (C) Thirupparankundram (Tp) New Street Ward 95
5.Madurai (C) Thirupparankundram (Tp) Nellaiappapuram Main Street Ward95",tamilaga vettri kazhagam,16.08247422680412
95,Thirunagar-625006,"MM Higher Secondary School, South Building,  CentrePortion, Room no 7, Thirupaparankundram","1.Madurai (C) Thirupparankundram (Tp) G.S.T. Road Ward 95
2.Madurai (C) Thirupparankundram (Tp) Nellaiyappapuram 3rd Street Thirunagar Ward 95
3.Madurai (C) Thirupparankundram (Tp) Nellaiyappapuram 4th Street Thirunagar Ward 95
4.Madurai (C) Thirupparankundram (Tp) Nellaiyappapuram Main Roadi Thirunagar Ward 95",tamilaga vettri kazhagam,15.26548672566372
97,Thirunagar-625006,"MM Higher Secondary School, South Building, Centre
Portion, Thirupaparankundram",1.Madurai (C) Thirupparankundram (TP) S.R.V. Nagar Ward 95,tamilaga vettri kazhagam,19.30946291560102
98,Thirunagar-625006,"MM Higher Secondary School, South Building, Eastern
Portion, Thirupaparankundram",1.Madurai (C) Thirupparankundram (TP) S.R.V. Nagar Ward 95,tamilaga vettri kazhagam,29.01960784313726
99,Thirunagar-625006,"MM Higher Secondary School, South Building, Western Portion, Near Stair case, GST Road, Thirupaparankundram","1.Madurai (C) Thirupparankundram (TP) Railway Colony Ward 97,
2.Madurai (C) Thirupparankundram (TP) Kalaivanar Nagar 1st Street Ward97
3.Madurai (C) Thirupparankundram (TP) Varadharaja Perumal Kovil Street Ward 97,
4.Madurai (C) Thirupparankundram (TP) Seenivasa Nagar Ward 97,
5.Madurai (C) Thirupparankundram (TP) S.R.V. Indra Nagar Ward 95",tamilaga vettri kazhagam,25.37537537537538
100,Western Portion Thiyagarajar colony-625004,Thiyagarajar colony primary school,"1.Madurai (C) Thirupparankundram (TP) Inba Illam 93,
2.Madurai (C) Thirupparankundram (TP) Kanmaikarai 93 ,
3.Madurai (C) Thirupparankundram (TP) Mill Colony 93,
4.Madurai (C) Thirupparankundram (TP) Ooranikarai 93,
5.Madurai (C) Thirupparankundram (TP) Main Road 93
6 - Madurai (C) Thirupparankundram (TP), Thiyagarajar Colony Ward 93 (Sl.No 1149 to 1288)",tamilaga vettri kazhagam,19.9501246882793
108,Thiruparankundram-625005,"Andavar Subramaniya swamy Girls Higher Secondary School, Annexure, New Building, North Face Building Room No-1","1.Madurai (C) Thirupparankundram (TP) G S T Road Ward 94,
2.Madurai (C) Thirupparankundram (TP) G S T Road Chekkadi Ward 94,
3.Madurai (C) Thirupparankundram (TP) Pasumpon Nagar First Street Ward99
4.Madurai (C) Thirupparankundram (TP) Pasumponnagar Cross Street Ward99
5.Madurai (C) Thirupparankundram (TP) Pasumpon Nagar 2nd Street Ward 99,
6.Madurai (C) Thirupparankundram (TP) Pasumpon Nagar 3rd Street Ward 99,
7.Madurai (C) Thirupparankundram (TP) Kamaraj Street Balaji Nagar Ward 99,
8.Madurai (C) Thirupparankundram (TP) Sriram Street Balaji Nagar Ward 99,",tamilaga vettri kazhagam,25.14619883040935
109,Thiruparankundram-625005,"Andavar Subramaniya swamy Girls Higher Secondary School, Annexure, New Building, North Face Building Room No-2","1.Madurai (C) Thirupparankundram (TP) Thendral Street Ward 99,
2.Madurai (C) Thirupparankundram (TP) Nehruji Street Balaji Nagar Ward 99,
3.Madurai (C) Thirupparankundram (TP) Bharathiyar Street Ward 99,
4.Madurai (C) Thirupparankundram (TP) Thiruvalluvar Street Ward 99,
5.Madurai (C) Thirupparankundram (TP) Angayarkanni Street Ward 99,
6.Madurai (C) Thirupparankundram (TP) Chidambaranar Street Ward 99,
7.Madurai (C) Thirupparankundram (TP) Mahatma Gandhiji Street Ward 99,
8.Madurai (C) Thirupparankundram (TP) Mahatma Gandhiji Cross Street Ward99
9.Madurai (C) Thirupparankundram (TP) Gandhiji First Street Ward 99
10.Madurai (C) Thirupparankundram (TP) Ragavendra Street Ward 99 ,
11.Madurai (C) Thirupparankundram (TP) Meenakshi Street Ward 99 ,
12.Madurai (C) Thirupparankundram (TP) Vivekanandar Street Ward 99 ,
13.Madurai (C) Thirupparankundram (TP) Little Flower Street Ward 99 ,",tamilaga vettri kazhagam,17.52450980392157
110,Thiruparankundram-625005,"Andavar Subramaniya swamy Girls Higher Secondary School, Front, Building, East Portion","1.Madurai (C) Thirupparankundram (Tp) Natarajar Main Street Ward 99 ,
2.Madurai (C) Thirupparankundram (Tp) Velavar Street Ward 99 ,
3.Madurai (C) Thirupparankundram (Tp) Saraswathi Street Ward 99,
4.Madurai (C) Thirupparankundram (Tp) Lakshmi Street Ward 99 ,
5.Madurai (C) Thirupparankundram (Tp) Ayyappan Street Ward 99 ,
6.Madurai (C) Thirupparankundram (Tp) Velankanni 1st Street Ward 99 ,
7.Madurai (C) Thirupparankundram (Tp) Velakanni 2nd Street Ward 99 ,
8.Madurai (C) Thirupparankundram (Tp) Velankanni Main Street Ward 99 ,
9.Madurai (C) Thirupparankundram (Tp) Vigneshwar Street Ward 99 ,
10.Madurai (C) Thirupparankundram (Tp) Seenivasan Street Ward 99 ,
11.Madurai (C) Thirupparankundram (Tp) Poonga Street Ward 99 ,
12.Madurai (C) Thirupparankundram (Tp) Narayanan Street Ward 99",tamilaga vettri kazhagam,15.41850220264317
111,East Building Northern Portion Thiruparankundram-625005,Andavar Subramaniya swamy Girls Higher Secondary School,"1.Madurai (C) Thirupparankundram (Tp) Mannar Thirumalai Street Ward 99,
2.Madurai (C) Thirupparankundram (Tp) Natarajar East Street Ward 99,
3.Madurai (C) Thirupparankundram (Tp) Vivekanandar Main Street Ward 99,
4.Madurai (C) Thirupparankundram (Tp) Vivekanandar 2nd Cross Street Ward99
5.Madurai (C) Thirupparankundram (Tp) Vivekanandar 3rd Cross Street Ward99
6.Madurai (C) Thirupparankundram (Tp) Vivekanandar 4th Cross Street Ward
7.Madurai (C) Thirupparankundram (Tp) Vivekanandar 5th Cross Street Ward99
8.Madurai (C) Thirupparankundram (Tp) Vivekanandar 6th Cross Street Ward99
9.Madurai (C) Thirupparankundram (Tp) Vivekanandar 7th Cross Street ward99
10.Madurai (C) Thirupparankundram (Tp) V.O.C.Street Ward 99,
11.Madurai (C) Thirupparankundram (Tp) Anbu Nagar Ward 99,
12.Madurai (C) Thirupparankundram (Tp) Bharathithasan Cross Street Ward99
13.Madurai (C) Thirupparankundram (Tp) Bharathithasan Street Ward 99,
14.Madurai (C) Thirupparankundram (Tp) Bhagath Singh Road Ward 99,
15.Madurai (C) Thirupparankundram (Tp) Sambasiva Nagar Ward 99
16.Madurai (C) Thirupparankundram (TP) G.S.T. Road WARD 99 ,",tamilaga vettri kazhagam,18.01242236024845
113,Thiruparankundram-625005,"Panchayat Union Primary School, Anna Centenary Building, SSA Building, Western Room","1.Madurai (C) Thirupparankundram (TP) P.T.R Nagar 1st Street Ward 97
2.Madurai (C) Thirupparankundram (TP) P.T.R.Nagar 2nd Street Ward 97
3.Madurai (C) Thirupparankundram (TP) Vishwakarma Nagar 1st Street Ward 97
4.Madurai (C) Thirupparankundram (TP) Vishwakarma Nagar 2nd Street Ward 97
5.Madurai (C) Thirupparankundram (TP) Vishwakarma Nagar 3rd Street Ward 97
6.Madurai (C) Thirupparankundram (TP) Vishwakarma Nagar 4th Street Ward 97
7.Madurai (C) Thirupparankundram (TP) Anna Nagar Ward 97",tamilaga vettri kazhagam,15.96180081855389
114,Thiruparankundram-625005,"Panchayat Union Primary School, Anna Centenary Building, SSA Building, Middle Room","1.Madurai (C) Thirupparankundram (TP) Ceylon Colony Ward 97,
2.Madurai (C) Thirupparankundram (TP) Kutti Kothanar Street Ward 97,
3.Madurai (C) Thirupparankundram (TP) Big Car Street Ward 97,
4.Madurai (C) Thirupparankundram (TP) Kattu Nayakar Street Ward 97",tamilaga vettri kazhagam,27.45098039215686
117,Thiruparankundram-625005,"Panchayat Union Primary School, Anna Centenary Building, SSA Building, Eastern Room","1.Madurai (C) Thirupparankundram (TP) Palani Andavar Kovil Street Ward 97,
2.Madurai (C) Thirupparankundram (TP) Kailasapuram Ward 97,
3.Madurai (C) Thirupparankundram (TP) Sithi Vinayagar Kovil Street Ward 97,
4.Madurai (C) Thirupparankundram (TP) Panankulam Kanmai Ward 97,
5.Madurai (C) Thirupparankundram (TP) Rengasami Naidu Compound Ward 97
6.Madurai (C) Thirupparankundram (TP) Kali Kovil Soolai Vinayagar Nagar Ward 97,
7.Madurai (C) Thirupparankundram (TP) Durga Colony Ward 97",tamilaga vettri kazhagam,22.11538461538461
118,HM Room Thiruparankundram-625005,"Panchayat Union Primary School, Eastern Side, New Building","1.Madurai (C) Thirupparankundram (TP) Om Shakthi Nagar Ward 97,
2.Madurai (C) Thirupparankundram (TP) Chettiyar Compound Nilaiyur Road Ward 97
3.Madurai (C) Thirupparankundram (TP) Kasi Thottam Ward 97,",tamilaga vettri kazhagam,26.45444566410538
122,MRCAS Manikam Ramaswami College of Arts & Science Center Portion LH4 Room Tiruparankundram-625005,MRCAS Manikam Ramaswami College of Arts & Science Center Portion LH4 Room Tiruparankundram-625005,"1.Madurai (C) Thirupparankundram (TP) Lakshmi Nagar Ward 99,
2.Madurai (C) Thirupparankundram (TP) N.M.R.Street Ward 99,
3.Madurai (C) Thirupparankundram (TP) Paraianmalai Quarters Ward 99,
4.Madurai (C) Thirupparankundram (TP) Pamban Nagar5Th Street Ward 99,
5.Madurai (C) Thirupparankundram (TP) Thirukulam 1st Lane Ward 99,
6.Madurai (C) Thirupparankundram (TP) Seenivasa Nagar Vinayagar Street Ward 99,
7.Madurai (C) Thirupparankundram (TP) Seenivasa Nagar Krishna Street Ward 99,
8.Madurai (C) Thirupparankundram (TP) Seenivasa Nagar Mela Street Ward 99,
9.Madurai (C) Thirupparankundram (TP) Seenivasa Nagar Karumariamman Street Ward 99",tamilaga vettri kazhagam,22.44897959183674
123,MRCAS Manikam Ramaswami College of Arts & Science West Portion LH5 Room Tiruparankundram-625005,MRCAS Manikam Ramaswami College of Arts & Science West Portion LH5 Room Tiruparankundram-625005,"1.Madurai (C) Thirupparankundram (TP) Astalakshmi Street Ward 99,2.Madurai (C) Thirupparankun",tamilaga vettri kazhagam,31.21019108280255
