Serial No. Of Polling Station,Location and Name of Building in Which Polling Station Located,Polling Areas,Winner_Party,Margin_Percentage
168,"Corporation Primary School , Northern Portion 10th Entrance, Perumalpuram","1.Tirunelveli (C) Perumalpuram Ochankulam Thomas 4Th Street, W.No 42 , 2.Tirunelveli (C) Perumalpuram Ochankulam Thomas 5Th Street, W.No 42 , 3.Tirunelveli (C) Perumalpuram Ochankulam Thomas 6Th Street, W.No 42 , 4.Tirunelveli (C) Perumalpuram Ochankulam 1St  Cross Street, W.No 42 , 5.Tirunelveli (C) Perumalpuram Ochankulam 2Nd Cross Street, W.No 42 , 6.Tirunelveli (C) Perumalpuram Ochankulam  Main Street, W.No 42 , 7.Tirunelveli (C) Perumalpuram Ochankulam S.T.C. Church Street, W.No 42 , 8.Tirunelveli (C) Perumalpuram Ochankulam  S.T.C. 1St North Street, W.No 42 , 9.Tirunelveli (C) Perumalpuram Ochankulam S.T.C. North Street, W.No 42 , 10.Tirunelveli (C) Perumalpuram C.S.I. Church South Street, W.No 42 , 11.Tirunelveli (C) Perumalpuram St. Pieter Street, W.No. 42 ,  999.Overseas Electors",Dravida Munnetra Kazhagam,6.132879045996593
171,"Corporation Primary School , South to North, 7th Entrance Perumalpuram","1.Tirunelveli (C) Perumalpuram Perumalpuram 7Th Street, W.No 42 , 2.Tirunelveli (C) Perumalpuram Kamaraj Salai, W.No 40 , 3.Tirunelveli (C) Perumalpuram Kamarajar Salai 3Rd Street, W.No. 40 , 4.Tirunelveli (C) Perumalpuram Anbu Nagar Nobel 2Nd North Street, W.No 40 , 5.Tirunelveli (C) Perumalpuram Perumalpuram1St Cross Street, W.No 42 , 6.Tirunelveli (C) Perumalpuram Second North Street, W.No 42 , 999.Overseas Electors
Page 45 of 78",Tamilaga Vettri Kazhagam,3.239740820734342
172,"Corporation Primary School ,South to North, 4th Entrance, Perumalpuram","1.Tirunelveli (C) Perumalpuram Third North Street, W.No 42 , 2.Tirunelveli (C) Perumalpuram Water Tank 3Rd South Street, W.No 40 , 3.Tirunelveli (C) Perumalpuram Water Tank 1St Cross Street, W.No 40 , 4.Tirunelveli (C) Perumalpuram Second Cross St W.No 40 , 5.Tirunelveli (C) Perumalpuram Third Cross St W.No 40 , 6.Tirunelveli (C) Perumalpuram Nobel 1St North Street, W.No 40 , 7.Tirunelveli (C) Perumalpuram Nobel 2Nd South  Street, W.No 40 , 8.Tirunelveli (C) Perumalpuram Water Tank 4Th Street, W.No 40 , 9.Tirunelveli (C) Perumalpuram Water Tank 4Th Cross Street W.No 40 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,1.298701298701299
173,"Corporation Primary School, South to North, 11th Entrance, Perumalpuram","1.Tirunelveli (C) Perumalpuram Perumalpuram Police Quarters Anbu Nagar Kamaraj Salai, W.No 40 , 2.Tirunelveli (C) Perumalpuram Kamaraj Salai  3Rd Street,  W.No. 40 , 3.Tirunelveli (C) Perumalpuram Kamarajar Salai  4Th Street W.No 40 , 4.Tirunelveli (C) Perumalpuram Kamarajar Salai  East Street, W.No 40
, 5.Tirunelveli (C) Perumalpuram Nobel 2Nd Cross Street, W.No 40 , 6.Tirunelveli (C) Perumalpuram Nobel North Street, W.No 40 , 7.Tirunelveli (C) Perumalpuram East Street, W.No 40 , 8.Tirunelveli (C) Perumalpuram Kamarajar Salai 2Nd South Street, W.No 40 , 9.Tirunelveli (C) Perumalpuram Kamarajar Salai 1St South Street, W.No 40 , 10.Tirunelveli (C) Perumalpuram Third South Street, W.No 40 , 11.Tirunelveli (C) Perumalpuram Water Tank 2Nd South Street, W.No 40 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,4.872389791183294
174,"Corporation Primary School, South to North,9th Entrance, Perumalpuram","1.Tirunelveli (C) Perumalpuram Nobel 1St North Street, W.No 40 , 2.Tirunelveli
(C) Perumalpuram Perumalpuram 1St Street, W.No 42 , 3.Tirunelveli (C) Perumalpuram Water Tank 1St Cross Street, W.No 40 , 4.Tirunelveli (C) Perumalpuram Anbu Nagar Rental New Quarters, W.No 40 ,5.Tirunelveli (C) Perumalpuram Ward 40 Anbu Nagar West Street, , 6.Tirunelveli (C) Perumalpuram Ward 40 Anbu Nagar East Street, 7.Tirunelveli (C) Perumalpuram Ward 40 Perumalpuramanbu Nagar S.T.C. Road, , 8.Tirunelveli
(C) Perumalpuram Ward 40 Anbu Nagar S.T.C. Church Street, 9.Tirunelveli (C) Perumalpuram Ward 40 Anbu Nagar Telephone Exchange Railway Feeder St, , ,
,999.Overseas Electors",Tamilaga Vettri Kazhagam,7.82608695652174
175,"Corporation Primary School, South to North,13th Entrance, Perumalpuram","1.Tirunelveli (C) Perumalpuram Anbu Nagar Officers Quarters, W.No 40 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,6.25
176,"Corporation Primary School ,South to North, 12th Entrance, Perumalpuram","1.Tirunelveli (C) Perumalpuram Kamaraj Salai 1St South Street, W.No 40 , 2.Tirunelveli (C) Perumalpuram Kamaraj Salai 4Th Street W.No. 40 , 3.Tirunelveli (C) Perumalpuram Water Tank 1St South Street, W.No 40 , 4.Tirunelveli (C) Perumalpuram Kamaraj Salai 5Th South Street, W.No 40 , 5.Tirunelveli (C) Perumalpuram Water Tank Main Road, W.No 40 , 6.Tirunelveli
(C) Perumalpuram Water Tank 4Th Cross Street, W.No 40 , 7.Tirunelveli (C) Perumalpuram Water Tank4Th South Street, Wno 40 , 8.Tirunelveli (C) Perumalpuram Anbu Nagar East Street, W.No 40 , 9.Tirunelveli (C) Perumalpuram Anbu Nagar 3Rd North Street, W.No 40 , 10.Tirunelveli (C) Perumalpuram Anbunagar 1St North Street, W.No 40 , 11.Tirunelveli (C) Perumalpuram Noble 1St Street, W.No 40 , 12.Tirunelveli (C) Perumalpuram Noble Street W.No. 40 , 999.Overseas Electors",Dravida Munnetra Kazhagam,7.045009784735812
178,"St. Jospeh Girls Higher Secondary School XII Std ’A’Class Room south Building, N.G.O.A. Colony","1.Tirunelveli (C) Perumalpuram Pothigai Nagar South Street, W.No 41 , 2.Tirunelveli (C) Perumalpuram Pothigai Nagar Poonga East Street, W.No 41 , 3.Tirunelveli (C) Perumalpuram Pothigai Nagar 1St South Street, W.No 41 , 4.Tirunelveli (C) Perumalpuram Pothigai Nagar 2Nd South Street, W.No 41 , 5.Tirunelveli (C) Perumalpuram Pothigai Nagar Pillaiyar Koil West Street, W.No 41 , 6.Tirunelveli (C) Perumalpuram Pothigai Nagar Pillaiyar Koil East St, W.No 41 , 7.Tirunelveli (C) Perumalpuram Pothigai Nagar Pillaiyar Koil North St, W.No 41 , 8.Tirunelveli (C) Perumalpuram Pothigai Nagar Pillaiyar Koil South St, W.No 41 , 9.Tirunelveli (C) Perumalpuram Pothigai Nagar 1 Cross Street, W.No 41 , 10.Tirunelveli (C) Perumalpuram Pothigai Nagar 2Nd Cross Street, W.No 41 , 999.Overseas Electors",Tamilaga Vettri Kazhagam,5.114638447971781
181,"St.Joseph Girls Hr.Sec.School , Eastern Building 12th A Class Room, N.G.O.A. Colony","1.Tirunelveli (C) N.G.O. Colony Ward No. 41 Packianathan Street, , 2.Tirunelveli
(C) N.G.O. Colony Ward No 41  Victor Street, , 3.Tirunelveli (C) N.G.O. Colony Ward No 41 Bharathi Street, , 4.Tirunelveli (C) N.G.O.Colony Ward No.41 Bharathi Street, South N.G.O. Colony ,   5.Tirunelveli (C) N.G.O. Colony Ward No.53 Driver Office Assistant Colony 1st North Street , 6.Tirunelveli (C) N.G.O. Colony Ward No 53 Driver Office Assistant Colony, 2nd North Street, , 7.Tirunelveli (C) N.G.O. Colony Ward No 53 Driver Office Assistant Colony, South Street, , 8.Tirunelveli (C) N.G.O. Colony Ward No 53 Driver Office Assistant Colony, 1St South Street , 9.Tirunelveli (C) N.G.O.Colony Ward No 53 Driver Office Assistant Colony, West Street, , 10.Tirunelveli (C) N.G.O. Colony Ward No 53 Driver Office Assistant Colony, East Street, , 11.Tirunelveli (C) N.G.O.Colony Ward No 41 Bharathi Nagar 3Rd Street Near S.T.C. College, , 12.Tirunelveli (C) N.G.O. Colony Ward No 41 Karunya Nagar, , 13.Tirunelveli
(C) N.G.O.Colony Ward No 41 Nehru Nagar, , 999.Overseas Electors",Dravida Munnetra Kazhagam,7.014388489208632
184,"St. Joseph Girls Hr. Sec. School ,Eastern Building, 11th A Class Room, N.G.O. A. Colony.","1.Tirunelveli (C) Ngo Colony Ward No. 41 S.T.C 1St Cross Street, , 2.Tirunelveli
(C) Ngo Colony Ward No. 41 Hariraj Street, , 3.Tirunelveli (C) Ngo Colony Ward No 41  Kurinchi Avenue, , 4.Tirunelveli (C) Ngo Colony Ward No 51 Chellathai Nagar 1St  Street, , 5.Tirunelveli (C) Ngo Colony Ward No 51 Chellathai Nagar 2Nd Street, , 6.Tirunelveli (C) Ngo Colony Ward No 51 Kurnichi Nagar North Street, , 7.Tirunelveli (C) Ngo Colony Ward No. 51 Kurinchi Nagar South Street,
, 8.Tirunelveli (C) Ngo Colony Ward No 51 Jail Singh Nagar South Street, , 9.Tirunelveli (C) Ngo Colony Ward No 51 Jail Singh Nagar East Street, , 10.Tirunelveli (C) Ngo Colony Ward No 51 Jail Singh Nagar North Street, , 11.Tirunelveli (C) Ngo Colony Ward No 51 Jail Singh Nagar 1St Street, , 12.Tirunelveli (C) Ngo Colony Ward No 51 Jail Singh Nagar 2Nd Street, , 13.Tirunelveli (C) Ngo Colony Ward No 51 Jail Singh Nagar 3Rd Street, , 14.Tirunelveli (C) Ngo Clony Ward No. 51 Mother Therasa Street, , 15.Tirunelveli (C) Ngo Colony Ward No 53 Iyyappa Nagar 1St Cross Street, , 16.Tirunelveli (C) Ngo Colony Ward No 53 Iyyappa Nagar  2Nd Cross Street, , 17.Tirunelveli (C) N.G.O.Colony Ward No 53 Iyyappa Nagar East Main Road, , 18.Tirunelveli (C) Ngo Colony Ward No 54 Aanaiyarkulam North Street, , 19.Tirunelveli (C) Ngocolony Ward No 53 Pillaiyar Kovil St , 20.Tirunelveli (C)
N.G.O Colony Ward No 54 Aanaiyarkulam North Street, ,  999.Overseas Electors",Dravida Munnetra Kazhagam,2.597402597402597
190,"St. Joseph Girls Hr. Sec. School ,Eastern Builidng, Western Side XI F Std Class Room ,
N.G.O.A. Colony, Palayamcottai","1.Tirunelveli (C) Ngo Colony Ward No 54 7Th Cross Street, , 2.Tirunelveli (C) Ngo Colony Ward No 54 8Th Cross Street, , 3.Tirunelveli (C) Ngo Colony Ward No 53 9Th Cross Street, , 4.Tirunelveli (C) Ngo Colony Ward No 54 10Th Cross Street, , 5.Tirunelveli (C) Ngo Colony Ward No 54 N.G.O Colony East Main Road, , 6.Tirunelveli (C) Ngo Colony Ward No 53 West Main Road, , 7.Tirunelveli (C) Ngo Colony Ward No 53 Thergu Vill Thaduppu Street, , 8.Tirunelveli (C) Ngocolony Ward No 53 South Main Road , 999.Overseas Electors",Dravida Munnetra Kazhagam,8.771929824561402
194,"St.Joseph Primary School ,Western Wing, IV Class room Near R.T.O Office, N.G.O.B Colony, Palayamkottai","1.Tirunelveli (C) N.G.O. Colony, Ward No 51 Rajendra Nagar, , 2.Tirunelveli (C)
N.G.O. Colony, Ward No 51 Krishna Nagar, , 3.Tirunelveli (C) N.G.O. Colony, Ward No 51 Reddiyarpatti Road, , 4.Tirunelveli (C) N.G.O. Colony,Ward No 53
N.G.O. Colony 6Th Street, , 5.Tirunelveli (C) N.G.O. Colony,Ward No 53 N.G.O. Colony 7Th Street, , 6.Tirunelveli (C) N.G.O. Colony,Ward No 53 N.G.O. Colony 8Th Street, , 7.Tirunelveli (C) N.G.O. Colony,Ward No 53 N.G.O. Colony 9Th Street, , 8.Tirunelveli (C) N.G.O. Colony,Ward No 53 East Street, , 9.Tirunelveli
(C) N.G.O. Colony,Ward No 53 Tenth Street, , 10.Tirunelveli (C) N.G.O. Colony,Ward No 53 Eleventh Street, , 11.Tirunelveli (C) N.G.O. Colony,Ward No 53 South Street, , 12.Tirunelveli (C) N.G.O. Colony,Ward No 53 Twelth Street, , 13.Tirunelveli (C) N.G.O.New Colony,Ward No 53 N.G.O.New Colony 13Th Street, , 14.Tirunelveli (C) N.G.O.New Colony, Ward No 53 N.G.O.New Colony 14Th Street, , 15.Tirunelveli (C) N.G.O.New Colony,Ward No 53  N.G.O.New Colony 15Th Street, , 16.Tirunelveli (C) N.G.O.New Colony,Ward No 53 N.G.O.New Colony 16Th Street, , 17.Tirunelveli (C) N.G.O.New Colony,Ward No 53 N.G.O.New Colony 17Th Street, , 18.Tirunelveli (C) N.G.O.New Colony,Ward No 53 Neela Kanda Nagar, , 19.Tirunelveli (C) N.G.O.New Colony, Ward No 53 West Street, East Street, South Street, North Street, , 20.Tirunelveli (C) N.G.O.New Colony,Ward No 51 N.G.O.New Colony,Roja Nagar West Street, East Street, South Street, North Street , 21.Tirunelveli (C) N.G.O.New Colony,Ward No 51 Rajendra Nagar South Street, North Street, , 22.Tirunelveli (C) N.G.O.New Colony,Ward No 51 Central Excise Colony, ,",Dravida Munnetra Kazhagam,5.573770491803279
195,"St.Joseph Primary School, North Building, East portion  Near R.T.O Office, N.G.O.B Colony, Palayamkottai","1.Tirunelveli (C) N.G.O. Colony, Ward No 53 R.T.O. Road, , 2.Tirunelveli (C)
N.G.O. Colony, Ward No 51 Neelakandan Nagar, , 3.Tirunelveli (C) N.G.O. Colony, Ward No 51 Central Excise Colony, 4.Tirunelveli (C) N.G.O. Colony, Ward No 51 Roja Nagar, 5.Tirunelveli (C) N.G.O.Colony Ward No 51 Mahizhchi Nagar-II(Door no.L123-L1597),999.Overseas Electors",Tamilaga Vettri Kazhagam,8.36734693877551
198,"Amala Primary School North Part 3rd Room
N.G.O.B Colony, Jawahar Nagar Palayamkottai","1.Tirunelveli (C) Ngo Collony Ward No 53 N.G.O. Colony Mullai Nagar North St, , 2.Tirunelveli (C) Ngo Colony Ward No 53 N.G.O. Colony Mullai Nagar Middle Street, , 3.Tirunelveli (C) Ngo Colony Ward No 53 N.G.O. Colony Mullai Nagar  East Street, , 4.Tirunelveli (C) Ngo Colony Ward No 53 N.G.O. Colony Mullai Nagar  South Street, , 5.Tirunelveli (C) Ngo Colony Ward No 53 Anna Nagar, , 6.Tirunelveli (C) Ngo Colony Ward No 53 Saron Nagar West Street, , 7.Tirunelveli (C) Ngo Colony Ward No 53 Saron Nagar North Street, , 8.Tirunelveli (C) Ngo Colony Ward No 53 Saron Nagar South Street, , 9.Tirunelveli (C) Ngo Colony Ward No 53 State Bank Colony R.T.O Road, , 10.Tirunelveli (C) Ngo Colony Ward No 53 State Bank Colony East Street, , 11.Tirunelveli (C) Ngo Colony Ward No 53 State Bank Colony North Street, , 12.Tirunelveli (C) Ngo Colony Ward No 53 State Bank Colony Middle Street, , 13.Tirunelveli (C) Ngo Colony Ward No 53 State Bank Colony South Street, , 14.Tirunelveli (C) Ngo Colony Ward No 53 State Bank Colony Post Office Street,
, 15.Tirunelveli (C) Ngo Colony Ward No 53 State Bank Colony Post Office West Street, , 16.Ngo Colony Ward No 53 Sb Colony West Street, , 999.Overseas Electors",Dravida Munnetra Kazhagam,14.62765957446809
200,"TDTA Jeyaraj Annapackiam Matric Hr.Sec. School ,Main Building North Portion, Xth and XIth Class Room Tuckarammalpuram","1.Tirunelveli (C) N.G.O.Colony Ward No 51 Tamil Nagar East Street, , 2.Tirunelveli (C) N.G.Ocolony Ward No 51 Tamil Nagar 1 St East Street, , 3.Tirunelveli (C) N.G.O.Colony Ward No 51 Tamil Nagar 3Rd Middle East Street, , 4.Tirunelveli (C) N.G.O.Colony Ward No 51 Tamil Nagar West Street, , 5.Tirunelveli (C) N.G.O.Colony Ward No 51 Tamilnagar 1St West Street, , 6.Tirunelveli (C) N.G.O.Colony Ward No 51 Tamilnagar 1St Middle Street, , 7.Tirunelveli (C) N.G.O.Colony Ward No 51 Tamilnagar  2Nd Middle Street , 8.Tirunelveli (C) N.G.O.Colony Ward No 51 Tamilnagar  3Rd Middle Street, 9.Tirunelveli (C) Melapalayam Ward No 51 Teachers Colony, , 10.Tirunelveli (C) Melapalayam Ward No 51 Engineer College Servents Quarters , 999.Overseas Electors",Dravida Munnetra Kazhagam,12.17183770883055
201,"TDTA Jeyaraj Annapackiam Matric Hr.Sec. School ,Main Building North Portion, Hall no. 10 Tuckarammalpuram","1.Tirunelveli (C) Melapalayam Ward No 51 Tuckkerammal Puram, 999.Overseas Electors",Dravida Munnetra Kazhagam,22.41379310344828
203,"T.D.T.A Primary School, Eastern Portion, Northern hall, Pandithurai2ndst Kulavanigarpuram","1.Tirunelveli (C) Kulavanikarpuram Ward No 31 Melakulavanigarpuram Road, , 2.Tirunelveli (C) Kulavanikarpuram Ward No 31 Pilliyar Koil 1St Street, , 3.Tirunelveli (C) Kulavanikarpuram Ward No 31 Pilliyar Koil 2Nd Street, , 4.Tirunelveli (C) Kulavanikarpuram Ward No 31 Pilliyar Koil 3rd Street, , 5.Tirunelveli (C) Kulavanikarpuram Ward No 31 Pilliyar Koil 4Th Street, ,, 6.Tirunelveli (C) Kulavanikarpuram Ward No 31 Pandidurai 3Rd Street, , 999.Overseas Electors
Page 63 of 78",Tamilaga Vettri Kazhagam,20.0339558573854
205,Integrated Child Development Centre Building No:89 Kulavanigarpuram,"1.Tirunelveli (C) Kulavanikarpuram Ward No 31 Kulvanigarpuram Mainroad, , 999.Overseas Electors",Tamilaga Vettri Kazhagam,9.243697478991598
206,"Flowrence sweinson Deaf and Dum High School ,Auditorium Hall North Portion Eastern Side, Thiruvanandapuram Road, Kulavanigarpuram,","1.Tirunelveli (C) Kulavanikarpuram Ward No 43 Ambasamudram Road, , 2.Tirunelveli (C) Kulavanikarpuram Ward No 43 Masilamani Nagar 1St Street, ,
,  999.Overseas Electors",Dravida Munnetra Kazhagam,32.46268656716418
207,"Flowrence sweinson Deaf and Dum High School ,Auditorium Hall North Portion Western Side, Thiruvanandapuram Road, Kulavanigarpuram,","1.Tirunelveli (C) Kulavanikarpuram Ward No 52 Xavier Colony 1St Lane, , 2.Tirunelveli (C) Kulavanikarpuram Ward No 52 Xavier Colony,2Nd Street, , 3.Tirunelveli (C) Kulavanikarpuram Ward No 52 Xavier Colony,3Rd Street, , 4.Tirunelveli (C) Kulavanikarpuram Ward No 52 Xavier Colony 4Th Street , 5.Tirunelveli (C) Kulavanikarpuram Ward No 52 Xavier Colony 5Th Street , 6.Tirunelveli (C) Kulavanikarpuram Ward No 52 Xavier Colony 6Th Street , 7.Tirunelveli (C) Kulavanikarpuram Ward No 52 Xavier Colony 7Th Street , 8.Tirunelveli (C) Kulavanikarpuram Ward No 52 Xavier Colony,3Rd Cross Street, , 9.Tirunelveli (C) Kulavanikarpuram Ward No 52 Xavier Colony, 8Th Street , 10.Tirunelveli (C) Kulavanikarpuram Ward No 52 Xavier Colony, 9Th Street , 11.Tirunelveli (C) Kulavanikarpuram Ward No 52 Xavier Colony, 10Th Street , 12.Tirunelveli (C) Kulavanikarpuram Ward No 52 Xavier Colony, 11Th Street , 13.Tirunelveli (C) Kulavanikarpuram Ward No 52 Xavier Colony, S.T. Thomas Street, , 14.Tirunelveli (C) Kulavanikarpuram Ward No 43 Bye Pass Road, , 15.Tirunelveli (C) Kulavanikarpuram Ward No 43 Jeba Nagar 2Nd Street,
, 16.Tirunelveli (C) Kulavanikarpuram Ward No 43 T.Nagar, , 17.Tirunelveli (C) Kulavanikarpuram Ward No 43 Natchiar Colony, , 18.Tirunelveli (C) Kulavanikarpuram Ward No 52 Xavier Colony Main Road, , 19.Tirunelveli (C) Kulavanikarpuram Ward No 52 Meena Typing Compound, , 20.Tirunelveli (C) Kulavankrpuarm Engineers Colony Ward 52 , 999.Overseas Electors",Dravida Munnetra Kazhagam,18.82770870337478
208,"Flowrence sweinson Deaf and Dum High School, South building middle portion, Thiruvanandapuram Road, Kulavanigarpuram,","1.Tirunelveli (C) Kulavanikarpuram Ward No 52 Xavier Colony,2.Kulavanikarpuram Ward No 43 Masilamani Nagar 2Nd Street, 3.Tirunelveli (C) Kulavanikarpuram Ward No 43 Masilamani Nagar 3Rd Street,
,4.Tirunelveli (C) Kulavanikarpuram Ward No 43 Siyon Nagar, , 4.Tirunelveli
(C) Kulavanikarpuram Ward No 28 Happy Colony, , 6.Tirunelveli (C) Kulavanikarpuram Ward No 28 Kulavanigarpuram Chruch Street, , 7.Tirunelveli
(C) Kulavanikarpuram Ward No 29 Central Jail Police Quarters,  , 999.Overseas Electors",Dravida Munnetra Kazhagam,14.01869158878505
216,"Corporation Primary School, ,South Building, West Portion, Nethaji Road Kurichi, Melapalayam","1.Tirunelveli (C) Keelaveeraraghavapuram Ward No 31 Kamarajarpuram , 2.Tirunelveli (C) Kurichi Ward No 31 Krishnan Koil Street, , 3.Tirunelveli (C) Kurichi Ward No 43 Alagiri Puram , 999.Overseas Electors
Page 66 of 78",Tamilaga Vettri Kazhagam,12.3546511627907
219,"Muslim Higher Secondary School, ,North Block, Additional New Building, East Part West Portion, Nethaji Road, Kurichi, Melapalayam","1.Tirunelveli (C) Kurichi Ward No 44 Nagammalpuram, ,2.Tirunelveli (C) Kurichi Ward No 44 Sivaraja Puram, , 3.Tirunelveli (C) Kurichi Ward No 44 Sivarajapuram East(Gandhi Nagar) ,  4.Tirunelveli (C) Kurichi Ward No 43 Veeramanickapuram West Street, , 5.Tirunelveli (C) Kurichi Ward No 43 Veeramanickapuram Cross Street, , 999.Overseas Electors",Tamilaga Vettri Kazhagam,17.28045325779037
221,"Muslim Higher Secondary School, ,North Block, Additional New Building, West Part West Portion, Nethaji Road, Kurichi, Melapalayam","1.Tirunelveli (C) Kurichi Ward No 43 Vasanthapuram North Street, , 2.Tirunelveli (C) Kurichi Ward No 43 Vasanthapuram North East Street, , , 3.Tirunelveli (C) Kurichi Ward No 43 Vasanthapuram North Street(Siyon Nagar)
, , 4.Tirunelveli (C) Kurichi Ward No 43 Vasanthapuram South Street, , 5.Tirunelveli (C) Kurichi Ward No 43 Vasanthapuram South 1St Street , 6.Tirunelveli (C) Kurichi Ward No 43 Vasanthapuram South 2Nd Street , 7.Tirunelveli (C) Kurichi Ward No 43 Vasanthapuram South 3Rd Street , 8.Tirunelveli (C) Kurichi Ward No 43 Vasanthapuram South 4Th Street , 9.Tirunelveli (C) Kurichi Ward No 43 Jeba Nagar(Vasantha Puram South Street) , 999.Overseas Electors",Tamilaga Vettri Kazhagam,10.02604166666667
222,"Muslim Higher Secondary School, North Block Additional New Building, West Part West Portion 1st Room Nethaji Road, Kurichi.","1.Tirunelveli (C) Kurichi Ward No 43 Veeramanicka Puram 1St Street, , 2.Tirunelveli (C) Kurichi Ward No 43 Veeramanicka Puram 2Nd Street, , 3.Tirunelveli (C) Kurichi Ward No 43 Thomai Michael Puram, , 999.Overseas Electors",Tamilaga Vettri Kazhagam,15.32846715328467
233,"Integrated Children Development Scheme Centre No: 43 ,karuppanthurai (near Water Tank) Karrupandurai","1.Tirunelveli (C) Karuppanthurai Ward No 46 Karuppandurai Sathiya Nagar, , 2.Tirunelveli (C) Karupanthurai Ward No 46 Karuppandurai 1St South Street, , 999.Overseas Electors",Tamilaga Vettri Kazhagam,20.45454545454546
234,"St. James Primary School, South Building middle portion, Karrupandurai","1.Tirunelveli (C) Karupanthurai Ward No 46 Karuppandurai 2Nd South Street, , 2.Tirunelveli (C) Karupanthurai Ward No 46 North Street, , 3.Tirunelveli (C) Karupandurai Ward No 46 Amman Koil North Street,  Indhira Nagar, , 4.Tirunelveli (C) Karupanthurai Ward No 46 North Puthu Manai Street , 999.Overseas Electors",Tamilaga Vettri Kazhagam,2.972972972972973
235,"Panchayat Union Primary School ,Vilagam","1.Tirunelveli (C) Vilagam Ward No 46 North Vilagam, Vilagam North Street, , 2.Tirunelveli (C) Vilagam Ward No 46 South Vilagam, Vilagam South Street, , 999.Overseas Electors",Dravida Munnetra Kazhagam,13.5593220338983
242,"The Muslim Girls Hr.Sec.School, South Building Last room, M L M Nagar,Melapalayam.","1.Tirunelveli (C) Melapalayam Ward No 47 Bharathiyar Street, , 2.Tirunelveli (C) Melapalayam Ward No 46 Seyad Ismail Thangalthaikka Street, , 3.Tirunelveli (C) Melapalayam Ward No.47 Bharathiyar Street(Kannivinayagar Koil St) , 999.Overseas Electors",Dravida Munnetra Kazhagam,29.07133243606999
243,"The Muslim Girls Hr.Sec.School, North Building Last room, M L M Nagar,Melapalayam.","1.Tirunelveli (C) Melapalayam Ward No 47 Baseerappa North Street, , 2.Tirunelveli (C) Melapalayam Ward No 46 Amman Koil Street, , 3.Tirunelveli
(C) Melapalayam Ward No 47 Varatharajaperumal 1St Street, , 4.Tirunelveli (C) Melapalayam Ward No 47 Varatharajaperumal  2Nd Street, , 5.Tirunelveli (C) Melapalayam Ward No 47 Varatharaja Perumal East Street, , 6.Tirunelveli (C) Melapalayam Ward No 46 Santhanammal Puram,  7.Tirunelveli (C) Melapalayam Ward No 46 Valluvar Street , 999.Overseas Electors
Page 70 of 78",Dravida Munnetra Kazhagam,4.952380952380953
249,"Ganesapuram East Primary School,North Side, Melapalayamm","1.Tirunelveli (C) Melapalayam Ward No 49  Periya Kothba Palli Vasal 1St Sotuh Lane-I(Door no.1-46), 2.Tirunelveli (C) Melapalayam (P) Ward No 44 Bharathiyar Puram, 3.Tirunelveli (C) Melapalayam Ward No 44 Reddiyarpatti Road, 999.Overseas Electors",Dravida Munnetra Kazhagam,2.849389416553596
257,"Ganesapuram West Primary School, ,New Building, Northern Wing , Ganesapuram South Street, Melapalayam","1.Tirunelveli (C) Melapalayam Ward No 49 Ganesha Puram North Street, ,  , 2.Tirunelveli (C) Melapalayam Ward No 44 Natarajapuram , 999.Overseas Electors",Dravida Munnetra Kazhagam,1.756954612005857
260,"Ganesapuram West Primary School, , Southern Tiled Old Building Western side, Ganesapuram South Street, Melapalayam","1.Tirunelveli (C) Melapalayam Ward No 50 Gnaniyarappa 6Th Street, , 2.Tirunelveli (C) Melapalayam Ward No 44 Anna Nagar1St Street, , 3.Tirunelveli
(C) Melapalayam Ward No 44 Anna Nagar 2Nd Street, , 4.Tirunelveli (C) Melapalayam Ward No 44 Anna Nagar 3Rd Street, , 5.Tirunelveli (C) Melapalayam Ward No 51 Thai Nagar 1St   Street, , 6.Tirunelveli (C) Melapalayam Ward No 51 Thai Nagar 2Nd  Street, , 7.Tirunelveli (C) Melapalayam Ward No 51 Thai Nagar 3Rd   Street, , 8.Tirunelveli (C) Melapalayam Ward No 51 Thai Nagar 4Th  Street, , 9.Tirunelveli (C) Melapalayam Ward No 51 Thai Nagar 5Th  Street, , 10.Tirunelveli (C) Melapalayam Ward No 51 Thai Nagar West Street , 999.Overseas Electors",Dravida Munnetra Kazhagam,15.05944517833553
263,"Adi Diravidar Primary School, Northern Building Middle portion, Ambikapuram Melapalayam","1.Tirunelveli (C) Melapalayam Ward No 49 Bangalappa Nagar 1St Street,2.Tirunelveli (C) Melapalayam Ward No 48 Ragumaniya Puram North Street,3.Tirunelveli (C) Melapalayam Ward No 49 Selva Vinayakar Street, , 999.Overseas Electors",Dravida Munnetra Kazhagam,38.13559322033898
273,"Corporation primary school ,Southern Side Block Karungulam","1.Tirunelveli (C) Karungulam Dr Ambedkar St Wno 48 , 2.Tirunelveli (C) Karungulam Rajaji St Wno 48 , 3.Tirunelveli (C) Karungulam Subash Chandra Bose St Wno 48 ,  999.Overseas Electors",Tamilaga Vettri Kazhagam,8.513708513708513
