Serial No. Of Polling Station,Location and Name of Building in Which Polling Station Located,Polling Areas,Winner_Party,Margin_Percentage
183,"St.Joseph Girls Hr.Sec.School , South Building XI the B Class Room N.G.O. A. Colony.","1.Tirunelveli (C) N.G.O.Colony Ward No 41  Thendral Nagar, , 2.Tirunelveli (C) N.G.O.Colony Ward No 54 Alagar Nagar, , 3.Tirunelveli (C) N.G.O.Colony Ward No 54 Marphy Nagar, , 4.Tirunelveli (C) N.G.O.Colony Ward No 41 Nethaji Nagar, , 5.Tirunelveli (C) N.G.O.Colony Ward No 54 Spencer Colony, , 6.Tirunelveli (C) N.G.O.Colony Ward No 41 Apollo  Colony, , 7.Tirunelveli (C) N.G.O.Colony Ward No 54 State Bank Colony, 8.Tirunelveli (C) N.G.O.Colony Ward No 54 Valluvar Colony, , 9.Tirunelveli (C) N.G.O.Colony Ward No 54 Valluvar Colony South Side, , 10.Tirunelveli (C) N.G.O.Colony Ward No 54 Vinayakar Colony 1St  Street, , 11.Tirunelveli (C) N.G.O.Colony Ward No 54 Vinayakar Colony  3Rd  Street, , 12.Tirunelveli (C) N.G.O.Colony Ward No 54 Vinayakar Colony  3Rd  Street, , 13.Tirunelveli (C) N.G.O.A. Colony Ward No 54 Vinayakar Colony  4Th Street, , 999.Overseas Electors",Dravida Munnetra Kazhagam,8.11554332874828
185,"St. Joseph Girls Hr. Sec. School ,Eastern Building, 12th C Class Room, N.G.O. A. Colony.","1.Tirunelveli (C) Ngo Colony Ward No 54 Sivanthi Athithan Colony, , 2.Tirunelveli (C) Ngo Colony Ward No 54 Canarabank Colony 1St Street, , 3.Tirunelveli (C) Ngo Colony Ward No 54 Canarabank Colony  2Nd Street , 4.Tirunelveli (C) Ngo Colony Ward No 54 Canarabank Colony  3Rd Street(South Middle Street) , 5.Tirunelveli (C) Ngo Colony Ward No 54 Canara Bank Colony 4Th  Middle Street, , 6.Tirunelveli (C) Ngo Colony Ward No 54 Canara Bank Colony  5Th  Middle Street,, , 7.Tirunelveli (C) Ngo Colony Ward No 54 Canara Bank Colony  6Th Middle Street, , 8.Tirunelveli (C) Ngo Colony Ward No 54 Vasanth Nagar 2Nd Cross Street , 9.Tirunelveli (C) Ngo Colony Ward No 54 Vasanth Nagar, , 10.Tirunelveli (C) Ngo Colony N.G.O. Colony Ward No 54 1St Cross Street, 11.Tirunelveli (C) Ngo Colony Ward No 54 Slum Clerance Board Colony, , 12Tirunelveli (C) Ngo Colony Ward No 54 Geerthi Nagar, , 13.Tirunelveli (C) Ngo Colony Ward No 54 Sri Ram Square, ,14.Tirunelveli (C) N.G.O.Colony Ward No 54 Besent Nagar, , 999.Overseas Electors",Dravida Munnetra Kazhagam,4.340277777777778
186,St. Joseph Girls Hr. Sec. School Campus St. Xavier Nursery and Primary School New Building L.K.G. Class Room N.G.O. A. Colony.,"1.Tirunelveli (C) Ngo Colony Ward No 54 Thirumal Nagar-I(Door no.1-167), , 999.Overseas Electors",Tamilaga Vettri Kazhagam,3.64963503649635
187,"St. Joseph Girls Hr. Sec. School, southern block western side east portion  N.G.O. A. Colony.","1.Tirunelveli (C) Ngo Colony Ward No 54 Thirumal Nagar-II(Door no.167E2-Q15), , 999.Overseas Electors",Tamilaga Vettri Kazhagam,16.14583333333334
188,"St. Joseph Girls Hr. Sec. School , Western Builidng, East Side. N.G.O. A. Colony, Palayamkottai","1.Tirunelveli (C) Ngocolony Ward No 54 N.G.O Colony 11Th Cross Street, , 2.Tirunelveli (C) Ngocolony Ward No 54 N.G.O Colony 12Th Cross Street, , 3.Tirunelveli (C) Ngo Colony Ward No 54 N.G.O Colony 13Th Cross Street, , 4.Tirunelveli (C) Ngo Colony Ward No 54 N.G.O Colony 14Th Cross Street, , 5.Tirunelveli (C) Ngo Colony Ward No 54 N.G.O Colony 15Th Cross Street, , 6.Tirunelveli (C) Ngo Colony Ward No 54 N.G.O Colony 16Th Cross Street, , 7.Tirunelveli (C) Ngo Colony Ward No 54 Slum Clearance Board Colony Main Street, , 8.Tirunelveli (C) Ngo Colony Ward No 54 Slum Clerance Board Colony,
, 9.Tirunelveli (C) Ngo Colony Ward No 41 Asirvatha Nagar, , 10.Tirunelveli (C) Ngo Colony Ward No 41 Saron Street, , 11.Tirunelveli (C) Ngo Colony Ward No. 41 Narayanan Nagar, , 12.Tirunelveli (C) Ngo Colony Ward No 41 Thriuvalluvar Street, , 13.Tirunelveli (C) Ngo Colony Ward No 41 Thirumarai Nagar, , 14.Tirunelveli (C) Ngo Colony Ward No 41 K.L.N. Colony, , 15.Tirunelveli (C) Ngo Colony Ward No 51 Sivasakthi Nagar, , 16.Tirunelveli (C) N.G.O Colony Ward No 51 Isak Nagar , 999.Overseas Electors",Dravida Munnetra Kazhagam,9.187279151943462
189,"St. Joseph Girls Hr. Sec. School , Western building, Western Side, N.G.O.A. Colony, Palayamcottai","1.Tirunelveli (C) N.G.O. Colony Ward No 54 N.G.O Colony North Main Road, , 2.Tirunelveli (C) Ngo Colony Ward No 54 1St Cross Street, , 3.Tirunelveli (C) Ngo Colony Ward No 54 2Ngo Colony  2Nd Cross Street, , 4.Tirunelveli (C) Ngo Colony Ward No 54 2Nd Cross Street, , 5.Tirunelveli (C) Ngo Colony Ward No 54 3Rd, Cross Street, , 6.Tirunelveli (C) Ngo Colony Ward No 54 4Th Cross Street, , 7.Tirunelveli (C) Ngo Colony Ward No 54 5Th Cross Street, , 8.Tirunelveli (C) Ngo Colony Ward No 54 6Th Cross Street, , 999.Overseas Electors",Tamilaga Vettri Kazhagam,0.6550218340611353
191,"St.Joseph Primary School, , Eastern Wing, Near R.T.O Office N.G.O.B Colony, Palayamkottai","1.Tirunelveli (C) N.G.O.Colony Ward No 51  Thiru Nagar T.N.H.B. Colony, West Street, , 2.Tirunelveli (C) N.G.O.Colony Ward No 51  Thiru Nagar T.N.H.B. Colony, 1St West Street, , 3.Tirunelveli (C) N.G.O.Colony Ward No 51  Thiru Nagar T.N.H.B. Colony,South Street, , 4.Tirunelveli (C) N.G.O.Colony Ward No
51  Thiru Nagar T.N.H.B. Colony, 1St South Street, , 5.Tirunelveli (C) N.G.O.Colony Ward No 51 Thiru Nagar T.N.H.B. Colony Reddiyar Patti, East Street , 6.Tirunelveli (C) N.G.O.Colony Ward No 51  Thiru Nagar T.N.H.B. Colony East Street, , 7.Tirunelveli (C) N.G.O.Colony Ward No 51  Tirunagar
T.N.H.B. Colony North Street, , 8.Tirunelveli (C) N.G.O.Colony Ward No 51 Tirunagar T.N.H.B. Colony  Water Tank Street, , 9.Tirunelveli (C) N.G.O.Colony Ward No 51 T.N.H.B. Colony 1St Street, , 10.Tirunelveli (C) N.G.O Colony Ward No 51 T.N.H.B. Colony 2Nd St , 11.Tirunelveli (C) N.G.O.Colony Ward No 51
T.N.H.B. Colony  Middle Street, 12.Tirunelveli (C) N.G.O.Colony Ward No 53 Drivers Office Assistant Colony,  3Rd Cross Street, , 13.Tirunelveli (C) N.G.O.Colony Ward No 53 Driver Office Assistant Colony,  1st Pillaiyar Koil Street, , 14.Tirunelveli (C) N.G.O. Colony Ward No 53 Driver Office Assistant Colony, 2nd Pillaiyar Koil Street, , 15.Tirunelveli (C) N.G.O.Colony Ward No 53 Driver Office Assistant Colony, 3rd  Pillaiyar Koil Street, , 16.Tirunelveli (C) N.G.O.Colony Ward No 53 Driver Office Assistant Colony, 4th Pillaiyar Koil Street,  999.Overseas Electors",Tamilaga Vettri Kazhagam,12.1580547112462
192,"St.Joseph Primary School , western Wing,IIIrd A Class Room Near R.T.O Office
N.G.O.B Colony, Palayamkottai","1.Tirunelveli (C) N.G.O.Colony Ward No 51  Rajnagar 1St St, , 2.Tirunelveli (C) N.G.O.Colony Ward No 51 Rajnagar 2Nd Street, , 3.Tirunelveli (C) N.G.O.Colony Ward No 51 Rajnagar 3Rd Street, , 4.Tirunelveli (C) N.G.O.Colony Ward No 51 Rajnagar West Street, , 5.Tirunelveli (C) N.G.O.Colony Ward No 51 Rajnagar  South Street , 6.Tirunelveli (C) N.G.O.Colony Ward No 51 Rajnagar  South West Street , 7.Tirunelveli (C) N.G.O.Colony Ward No 51 Rajnagar East Street, , 8.Tirunelveli (C) N.G.O.Colony Ward No 51 Karpaga Vinayagar North Street, , 9.Tirunelveli (C) N.G.O.Colony Ward No 51 Karpaga Vinayagar Main Road, , 10.Tirunelveli (C) N.G.O.Colony Ward No 51 Karpaga Vinayagar Nagar South Street, , 11.Tirunelveli (C) N.G.O.Colony Ward No 51 Sieon Street, , 12.Tirunelveli (C) N.G.O.Colony Ward No 53 N.G.O. A. Colony Extension 1St Street, , 13.Tirunelveli (C) N.G.O.Colony Ward No 53 N.G.O. A. Colony Extension North Street , 14.Tirunelveli (C) N.G.O.Colony Ward No 53 N.G.O. A. Colony Extension  2Nd Street, , 15.Tirunelveli (C) N.G.O.Colony Ward No 53 N.G.O. A. Colony Extension South Street, , 16.Tirunelveli (C) N.G.O.Colony Ward No 53
N.G.O. A. Colony Extension East Street, , 17.Tirunelveli (C) N.G.O.Colony Ward No 51 Madurai.H.B. Colony, 18.Tirunelveli (C) N.G.O.Colony Ward No 53 Drivers Office Assistant Colony,  1 Cross Street, , 19.Tirunelveli (C) N.G.O. Colony Ward No 53 Drivers Office Assistant Colony,  2Nd  Cross Street, 999.Overseas Electors",Tamilaga Vettri Kazhagam,9.627329192546584
193,"St.Joseph Primary School , Western Portion
R.T.O Office N.G.O.B Colony, Palayamkottai","1.Tirunelveli (C) N.G.O.Colony Ward No 51 Mahizhchi Nagar-I(Door no.1-L121), , 999.Overseas Electors",Tamilaga Vettri Kazhagam,24.68354430379747
196,"Amala Primary School, North Part, 1st Room
N.G.O.B Colony, Jawahar Nagar Palayamcottai","1.Tirunelveli (C) N.G.O. Colony Ward No 53 N.G.O. B Colony 1St Street, , 2.Tirunelveli (C) N.G.O.Colony Ward No 53 N.G.O. B Colony 2Ndstreet, , 3.Tirunelveli (C) N.Go.Colony Ward No 53 N.G.O. B Colony 3Rd Street, , 4.Tirunelveli (C) N.G.O.Colony Ward No 53 N.G.O. B Colony 4Th Street(Pallivasal Street) , 5.Tirunelveli (C) N.G.O.Colony Ward No 53 Ngo B Colony 5Th Street, , 6.Tirunelveli (C) N.G.O.Colony Ward No 53 Ngo B Colony 6Th Street, , 7.Tirunelveli (C) N.G.O.Colony Ward No 53 Ngo B Colony 7Th Street, , 8.Tirunelveli (C) N.G.O.Colony Ward No 53 Ngo B Colony 8Th Street, , 9.Tirunelveli (C) N.G.O.Colony Ward No 53 Ngo B Colony 9Th Street, , 10.Tirunelveli (C) N.G.O.Co.Ony Ward No 53 Ngo B Colony 10Th Street, 11.Tirunelveli (C) N.G.O.Colony Ward No 53 Ngo B Colony 11Th Street, , , 999.Overseas Electors",Tamilaga Vettri Kazhagam,1.158301158301158
197,"Amala Primary School North part IInd Room
N.G.O.B Colony, Jawahar Nagar Palayamcottai","1.Tirunelveli (C) N.G.O.Colony Ward No 53 Ngo B Colony 12Th Street, ,
2.Tirunelveli (C) N.G.O.Colony Ward No 53 Ngo B Colony 13Th Street, , 3.Tirunelveli (C) N.G.O. Colony Ward No 53 Ngo B Colony 14Th Street, , 4.Tirunelveli (C) N.G.O.Colony Ward No 53 Ngo B Colony 15Th Street, , 5.Tirunelveli (C) N.G.O.Colony Ward No 53 Ngo B Colony 16Th Street, , 6.Tirunelveli (C) N.G.O.Colony Ward No 53 Ngo B Colony 17Th Street, , 7.Tirunelveli (C) N.G.O.Colony Ward No 53 Ngo B Colony 18Th Street, , 8.Tirunelveli (C) N.G.O.Colony Ward No 53 Ngo B Colony 19Th Street, , 9.Tirunelveli (C) N.G.O.Colony Ward No 53 Ngo B Colony 20Th Street, , 10.Tirunelveli (C) N.G.O.Colony Ward No 53 Ngo B Colony 21Th Street, , 11.Tirunelveli (C) N.G.O.Cilony Ward No 53 Ngo B Colony 22Nd Street, , 12.Tirunelveli (C) N.G.O. Colony Ward No 53 Ngo B Colony 23Rd Street, , 13.Tirunelveli (C) N.G.O. Colony Ward No 53 Ngo B Colony 24Th Street, , 14.Tirunelveli (C) N.G.O. Colony Ward No 53 Ngo B Colony 25Th Street, , 15.Tirunelveli (C) N.G.O. Colony Ward No 41 Pioneer Kumarasamy Nagar West Street, , 16.Tirunelveli (C) N.G.O. Colony Ward No 41 Pioneer Kumarasamy Nagar South Street, , 17.Tirunelveli (C) N.G.O. Colony Ward No 41 Pioneer Kumarasamy Nagar North Street, , 18.Tirunelveli (C) N.G.O. Colony Ward No 41 Pioneer Kumarasamy Nagar 1St Street, , 19.Tirunelveli (C) N.G.O. Colony Ward No 41 Pioneer Kumarasamy Nagar  2Nd Street, , 20.Tirunelveli (C) N.G.O.Colony Ward No 41 Pioneer Kumarasamy Nagar, Main Street , 21.Tirunelveli (C) N.G.O. Colony Ward No 41 Pioneer Kumarasamy Nagar  4Th",Tamilaga Vettri Kazhagam,0.408997955010225
199,"Amala Primary School ,Southern Portion, Hostal, N.G.O.B Colony, Jawahar Nagar Palayamcottai","1.Tirunelveli (C) N.G.O Colony Ward No 53 Near Thiruvananthapuram Rajarajeshwari Nagar North Street, ,2.Tirunelveli (C) N.G.O Colony Ward No 53Thiruvanantaha Puram Road Rajarajeshwari Nagar 4Th North Street, , 3.Tirunelveli (C) N.G.O Colony Ward No 53 Thiruvandrum Road Samibam Raja Rajesgwarinagar South Street, , 4.Tiruneveli ( C ) N.G.O Colony Ward No 53 Thiruvandrum Road Samibam Rajarajeshwari 1St South Street, , 5.Tiruneveli ( C
) N.G.O Colony Ward No 53 Ram Vilas Nagar North Street, , 6.Tirunelveli (C) N.G.O.Colony Ward No 53 Ram Vilas Nagar Middle Street, , 7.Tirunelveli (C)N.G.O.Colony Ward No 53 Ram Vilas Nagar South Street, , 8.Tirunelveli (C) N.G.O.Colony Ward No 51 Sakthi Nagar 1St Street, , 9.Tirunelveli (C) N.G.O.Colony Ward No 51 Sakthi Nagar 3Rd Street, , 10.Tirunelveli (C) N.G.O.Colony Ward No 51 Sakthi Nagar 2Nd Street, , 11.Tirunelveli (C) N.G.O.Colony Ward No 51 Vinobhanagar, , 12.Tirunelveli (C) N.G.O.Colony Ward No 51 Roja Nagar Extension South Street, , 13.Tirunelveli (C) N.G.O.Colony Ward No 51 Roja Nagar Extension South Street, , 14.Tirunelveli
(C) N.G.O.Colony Ward No 53 Udaya Nagar West Street, , 15.Tirunelveli (C) N.G.O.Colony Ward No 53 Udaya Nagar 1St West Street, , 16.Tirunelveli (C) N.G.O.Colony Ward No 53 Udayanagar Main Street , 17.Tirunelveli (C) N.G.O.Colony Ward No 53 Udayanagar  1St East Street, , 18.Tirunelveli (C) N.G.O.Colony Ward No 53 Udayanagar 2Nd East Street, , 19.Tirunelveli (C) N.G.O.Colony Ward No 53 Udayanagar 1St West Street, , 20.Tirunelveli (C) N.G.O.Colony Ward No 53 Udaya Nagar North Street , 999.Overseas Electors",Dravida Munnetra Kazhagam,3.968253968253968
202,"T.D.T.A Primary School, ,Northern hall, Westpotion , Pandidurai 2nd Street. Ward 1. Kulavanigarpuram","1.Tirunelveli (C) Kulavanikarpuram Ward No 43 Kulavanigarpuram Yadavar 1St Street, , 2.Tirunelveli (C) Kulavanikarpuram Ward No 43 Kulavanigarpuram Yadavar 2Nd Street, , 3.Tirunelveli (C) Kulavanikarpuram Ward No 43 Kulavanigarpuram Yadavar 3Rdstreet, , 4.Tirunelveli (C) Kulavanikarpuram Ward No 43 Kulavanigarpuram Yadavar 4Th Street, , 5.Tirunelveli (C) Kulavanikarpuram Ward No 31 Jeba Malai Street, Madhakoil Street , 999.Overseas Electors",Tamilaga Vettri Kazhagam,17.66612641815235
204,"T.D.T.A Primary School, SouthPortion Eastern Hall, Pandithurai 2nd st Kulavanigarpuram","1.Tirunelveli (C) Kulavanikarpuram Ward No 31 Kulavanigarpuram Pandidurai Ist Street, 2.Tirunelveli (C) Kulavanikarpuram Ward No 31 Pandidurai 2Nd Street , 999.Overseas Electors",Tamilaga Vettri Kazhagam,32.29813664596274
212,"Corporation Primary School, 3rd Std Class Room West Portion,Nethaji Road Kurichi, Melapalayam","1.Tirunelveli (C) Kurichi Ward No 45  Choka Nathakoil Sannathi Street, , 2.Tirunelveli (C) Kurichi Ward No 45  Maruthupandiar 2Nd Street, , 3.Tirunelveli (C) Kurichi Ward No 45  Maruthu Pandiar 3Rd Street, , 4.Tirunelveli (C) Kurichi Ward No 45  Maruthupandiar 4Th Street, , 5.Tirunelveli
(C) Kurichi Ward No 45  Maruthupandiar Lane, , 6.Tirunelveli (C) Kurichi Ward No 45  Old  Police Station Street, , 7.Tirunelveli (C) Kurichi Ward No 45 Chokanatha Samy Koil 1St Street, , 8.Tirunelveli (C) Kurichi Ward No 45 Chokanatha Samy Koil  2Nd Street, , 9.Tirunelveli (C) Kurichi Ward No 45 Chokanatha Samy Koil 3Rd Street, , 10.Tirunelveli (C) Kurichi Ward No 45 Chokanatha Samy Koil 4Th Street, ,  999.Overseas Electors",Tamilaga Vettri Kazhagam,24.74964234620887
213,"Corporation Primary School, ,North Bulding West Portion Nethaji Road Kurichi, Melapalayam","1.Tirunelveli (C) Kurichi Ward No 31 Santhamoorthi Street, , 2.Tirunelveli (C) Kurichi Ward No 31 Santahmoorthi Lane, , 3.Tirunelveli (C) Kurichi Ward No 31 Rajathi Nagar, , 999.Overseas Electors",Tamilaga Vettri Kazhagam,29.05982905982906
214,"Integrated Child Development Centre, Corporation Primary School Campus
,Nethaji Road, Kurichi, Melapalayam","1.Tirunelveli (C) Kurichi Ward No 31 Agraharammela Kulavanigarpuram Pillaiyar Koil Street, , 2.Tirunelveli (C) Kurichi Ward No 31 Mela Kulavanigarpuram Pillaiyar Koil 2Nd Street, , 3.Tirunelveli (C) Kurichi Ward No 31 Mela Kulavanigarpuram Agraharam Street, 4.Tirunelveli (C) Kurichi Ward No 45  Maruthupandiar 1St Street , 5.Tirunelveli (C) Kurichi Ward No 45  Choka Natha Samy Koil Street, , 999.Overseas Electors",Tamilaga Vettri Kazhagam,24.06143344709898
215,"Corporation Primary School, ,Westblock, South Building West Portion Nethaji Road Kurichi, Melapalayam","1.Tirunelveli (C) Kurichi Ward No 31 Kurichi Pilliyar Koil Street, , 2.Tirunelveli
(C) Kurichi Ward No 31 Mutharamman Koil Street, , 3.Tirunelveli (C) Kurichi Ward No 31 Kurichi Nethaji Road, , 4.Tirunelveli (C) Kurichi Ward No 31 South Kurunthudaiyarpuram, , 999.Overseas Electors",Tamilaga Vettri Kazhagam,17.61133603238866
223,"Muslim Higher Secondary School, North Block Additional New Building, West Part West Portion 2nd Room Nethaji Road, Kurichi.","1.Tirunelveli (C) Kurichi Ward No 43 Jeba Malligai 1St Street, , 2.Tirunelveli (C) Kurichi Ward No 43 Jeba Malligai 2Nd  Street, , 3.Tirunelveli (C) Kurichi Ward No 43 Jeba Malligai 3Rd  Street, , 4.Tirunelveli (C) Kurichi Ward No 43 Jeba Malligai 4Th Street, , 5.Tirunelveli (C) Kurichi Ward No 43 Muppidathi Amman Koil Street, , 999.Overseas Electors",Tamilaga Vettri Kazhagam,44.53781512605043
231,"Panchayat Union Primary School, ,Western Portion, Melanatham","1.Tirunelveli (C) Melanatham Ward No 46 South Street(Melanatham), Main Road East Street , 2.Tirunelveli (C) Melanatham Ward No 46 Pilliyar Koil Street, , 999.Overseas Electors",Tamilaga Vettri Kazhagam,49.63636363636363
232,"Panchayat Union Primary School, Northern Portion, Melanatham","1.Tirunelveli (C) Melanatham Ward No 46 Pilliyar Koilstreet(Panchayat Union Street), , 2.Tirunelveli (C) Melanatham Ward No 46 Amman Koil Street, , 3.Tirunelveli (C) Melanatham Ward No 46 Sivan Koil Street, , 4.Tirunelveli (C) Melanatham Ward No 46 Ambethkar Quarters , 999.Overseas Electors",Tamilaga Vettri Kazhagam,52.34493192133132
237,"Integrated Children Development Scheme Centre , No 33 Corporation ward office Melapalayam","1.Tirunelveli (C) Kurichi Ward No 44 Gurunatha Puram, , 2.Tirunelveli (C) Kurichi Ward No 31 Ashoka Veethi 1St  Street, , 3.Tirunelveli (C) Kurichi Ward No 31 Ashoka Veethi 2Nd  Street , , 4.Tirunelveli (C) Kurichi Ward No 44 Tiru Neelakanda Nayanar Steet, , 999.Overseas Electors",Tamilaga Vettri Kazhagam,30.05952380952381
272,"Corporation Primary School , Eastern Wing Karungulam","1.Tirunelveli (C) Karungulam Ward No 48 Periya Maruthu Pandiar Street, , 2.Tirunelveli (C) Karungulam Ward No 48 Selva Puram , 3.Tirunelveli (C) Karungulam Ward No 48 Pasumpon Muthuramlingam Street, , 4.Tirunelveli (C) Karungulm Ward No 48 Bagavathar Street, , 5.Tirunelveli (C) Karungulam Ward No 48 Thiruneelkandar Street, ,999.Overseas Electors",Tamilaga Vettri Kazhagam,24.3161094224924
294,Rahumania Higher Secondary School Middle Block 9th D Section Melapalayam,"1.Tirunelveli (C) Kulavanikarpuram Ward No 52 Rajanagar 2Nd Street , 2.Tirunelveli (C) Kulavanikarpuram Ward No 52 Rajanagar 3Rd  Street , 999.Overseas Electors",Tamilaga Vettri Kazhagam,18.0
