Serial No. Of Polling Station,Naam Tamilar Katchi,Dravida Munnetra Kazhagam,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi,Puthiya Tamilagam,Amma Makkal Munnettra Kazagam,Naam Indiar Party,Tamizhaga Vaazhvurimai Katchi,Tamilaga Vettri Kazhagam,Independent,Independent.1,Independent.2,Independent.3,Independent.4,Total of Valid Votes,Unnamed: 15,NOTA,Total,No. Of Tendered Votes,Locality,Building  in  Which  it  will  be  Located,Polling  Area,Whether  for  all Voters  or  men  olny or  women  only,Naam Tamilar Katchi_Share_%,Dravida Munnetra Kazhagam_Share_%,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi_Share_%,Puthiya Tamilagam_Share_%,Amma Makkal Munnettra Kazagam_Share_%,Naam Indiar Party_Share_%,Tamizhaga Vaazhvurimai Katchi_Share_%,Tamilaga Vettri Kazhagam_Share_%,NOTA_Share_%,Total_Independent_Votes,Independent_Share_%,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Of_Victory,Naam Tamilar Katchi_Rank,Dravida Munnetra Kazhagam_Rank,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi_Rank,Puthiya Tamilagam_Rank,Amma Makkal Munnettra Kazagam_Rank,Naam Indiar Party_Rank,Tamizhaga Vaazhvurimai Katchi_Rank,Tamilaga Vettri Kazhagam_Rank,Independent_Rank,Independent.1_Rank,Independent.2_Rank,Independent.3_Rank,Independent.4_Rank,Margin_Percentage,Runner_Up_Party,Naam Tamilar Katchi_Rank.1,Dravida Munnetra Kazhagam_Rank.1,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi_Rank.1,Puthiya Tamilagam_Rank.1,Amma Makkal Munnettra Kazagam_Rank.1,Naam Indiar Party_Rank.1,Tamizhaga Vaazhvurimai Katchi_Rank.1,Tamilaga Vettri Kazhagam_Rank.1,Independent_Rank.1,Independent.1_Rank.1,Independent.2_Rank.1,Independent.3_Rank.1,Independent.4_Rank.1
242,58,279,1,10,110,1,1,283,1,0,1,2,3,750,0,3,753,0,Nanalkadu,"Panchayat  Union  Primary  School,  Nanalkadu","1.Nanalkadu  (R.V)  And  (P)  Nort  Street  Block  1, 2.Nanalkadu  (R.V)  And  (P)  Velar  Street  Block  1,
3.Nanalkadu  (R.V)  And  (P)  Yadavar  Street,  NaduPillaiyarkovil  Street Block  1,
4.Nanalkadu  (R.V)  And  (P)  Sasthankovil  Street  Block  3, 5.Nanalkadu  (R.V)  And  (P)  Ammankovil  Street  Block  3,
6.Nanalkadu  (R.V)  And  (P)  South  Pillaiyarkovil  Street  Block  3,
7.Nanalkadu  (R.V)  And  (P)  Vedakovil  Street  Block  3,  8.Nanalkadu  (R.V) And  (P)  Harisanacolony  Udaiyarkulam  Block  3,  9.Nanalkadu  (R.V)  And  (P) Miyakan  Palli  Block  3,  10.Nanalkadu  (R.V)  And  (P) Sivasubramaniyapuram  North  Block  4,  11.Nanalkadu  (R.V)  And  (P) Sivasubramaniyapuram  South  Block  4,  999.OVERSEAS  ELECTORS",All  Voters,7.733333333333333,37.2,0.1333333333333333,1.333333333333333,14.66666666666667,0.1333333333333333,0.1333333333333333,37.73333333333333,0.4,7,0.9333333333333335,Tamilaga Vettri Kazhagam,283,279,4,4,2,8,5,3,8,8,1,8,13,8,7,6,0.5333333333333333,Dravida Munnetra Kazhagam,4,2,8,5,3,8,8,1,8,13,8,7,6
243,17,227,1,7,108,0,3,208,2,0,1,2,5,581,0,3,584,0,Ananthanambi-kur uchi,"Panchayat  Union  Primary  School, Ananthanambikuruchi","1.Manakkarai  (R.V)  And  (P)  East  Street  Block  7,
2.Manakkarai  (R.V)  And  (P)  Pattamuthu  Street  Block  7, 3.Manakkarai  (R.V)  And  (P)  West  Street  Block  7,
4.Manakkarai  (R.V)  And  (P)  South  Street  Block  7, 5.Manakkarai  (R.V)  And  (P)  North  Street  Block  8, 6.Manakkarai  (R.V)  And  (P)  New  Colony  Block  8, 7.Manakkarai  (R.V)  And  (P)  Vadakkoor  Block  8,
8.Manakkarai  (R.V)  And  (P)  Killikulam  Howsing  Board  Block  8,
999.OVERSEAS  ELECTORS",All  Voters,2.925989672977625,39.07056798623064,0.1721170395869191,1.204819277108434,18.58864027538726,0.0,0.5163511187607573,35.80034423407918,0.5163511187607573,10,1.721170395869191,Dravida Munnetra Kazhagam,227,208,19,4,1,10,5,3,12,7,2,8,12,10,8,6,3.270223752151463,Tamilaga Vettri Kazhagam,4,1,10,5,3,12,7,2,8,12,10,8,6
244,52,267,1,6,156,1,4,322,1,1,1,1,2,815,0,1,816,0,Manakkarai,"T.N.D.T.A.  Middle  School,  West  Side, Manakkarai","1.Manakkarai  (R.V)  And  (P)  Agraharam  Street  Block  1, 2.Manakkarai  (R.V)  And  (P)  Naduvkurichi  Block  2,
3.Manakkarai  (R.V)  And  (P)  Pillaiar  Temple  Street  Block3, 4.Manakkarai  (R.V)  And  (P)  Yadhavar  Street  Block  3,
5.Manakkarai  (R.V)  And  (P)  Mettu  Street  Block  3, 6.Manakkarai  (R.V)  And  (P)  Mettu  Street  Block  4, 7.Manakkarai  (R.V)  And  (P)  Middle  Street  Block  4,
8.Manakkarai  (R.V)  And  (P)  Muppudathi  AmmanKovil  Street  Block  4, 9.Manakkarai  (R.V)  And  (P)  Bazaar  Street  Block  4,  10.Manakkarai  (R.V) And  (P)  Church  Street  Block  5,  11.Manakkarai  (R.V)  And  (P)  R.C.Street Block  5,
12.Manakkarai  (R.C)  And  (P)  Ricemill  Street  lock  5, 13.Manakkarai  (R.V)  And  (P)  Bazaar  Street  Block  5
14.Manakkarai  (R.V)  And  (P)  VaniyarChettiar  Street  Block  5,
999.OVERSEAS  ELECTORS",All  Voters,6.38036809815951,32.76073619631902,0.1226993865030675,0.7361963190184049,19.14110429447853,0.1226993865030675,0.49079754601227,39.50920245398773,0.1226993865030675,6,0.7361963190184049,Tamilaga Vettri Kazhagam,322,267,55,4,2,8,5,3,8,6,1,8,8,8,8,7,6.748466257668712,Dravida Munnetra Kazhagam,4,2,8,5,3,8,6,1,8,8,8,8,7
245,28,157,4,128,46,0,1,173,1,1,0,1,1,541,0,1,542,0,Manakkarai,"Panchayat  Union  Primar  School  Main Building,  Manakkarai","1.Manakkarai  (R.V)  And  (P)  North  Street  Block  5,
2.Manakkarai  (R.V)  And  (P)  Manakkarai  Keelur  Block  6, 3.Manakkarai  (R.V)  And  (P)  Manakkarai  Therhur  Block  6,
4.Manakkarai  (R.V)  And  (P)  Manakkarai  Vadakkur  Block  6,
999.OVERSEAS  ELECTORS",All  Voters,5.175600739371535,29.02033271719039,0.7393715341959335,23.65988909426987,8.502772643253234,0.0,0.1848428835489834,31.97781885397412,0.1848428835489834,4,0.7393715341959335,Tamilaga Vettri Kazhagam,173,157,16,5,2,6,3,4,12,7,1,7,7,12,7,7,2.957486136783734,Dravida Munnetra Kazhagam,5,2,6,3,4,12,7,1,7,7,12,7,7
246,45,101,4,2,83,1,1,160,0,0,0,0,2,399,0,2,401,0,Aniyaparanallur,"T.N.D.T.A.  Middle  School  ,Main  Building North  Side,  Aniyaparanallur","1.Aniyaparanallur  (R.V)  And  (P)  Aniyaparanallur  Block  1,  999.OVERSEAS ELECTORS",All  Voters,11.2781954887218,25.31328320802005,1.00250626566416,0.5012531328320802,20.80200501253133,0.2506265664160401,0.2506265664160401,40.10025062656641,0.5012531328320802,2,0.5012531328320802,Tamilaga Vettri Kazhagam,160,101,59,4,2,5,6,3,8,8,1,10,10,10,10,6,14.78696741854636,Dravida Munnetra Kazhagam,4,2,5,6,3,8,8,1,10,10,10,10,6
247,82,215,0,28,84,1,1,141,1,0,0,1,1,555,0,0,555,0,Aniyaparanallur,"T.N.D.T.A.  Middle  School  ,  Main  Building South  Side,  Aniaparanallur","1.Aniyaparanallur  (R.V)  And  (P)  Part  Aniyaparanallur  Block  2, 2.Aniyaparanallur  (R.V)  And  (P)  Aniyaparanallur  Block  3,  999.OVERSEAS ELECTORS",All  Voters,14.77477477477477,38.73873873873874,0.0,5.045045045045045,15.13513513513514,0.1801801801801802,0.1801801801801802,25.40540540540541,0.0,3,0.5405405405405406,Dravida Munnetra Kazhagam,215,141,74,4,1,11,5,3,6,6,2,6,11,11,6,6,13.33333333333333,Tamilaga Vettri Kazhagam,4,1,11,5,3,6,6,2,6,11,11,6,6
248,39,223,1,62,40,0,1,255,0,0,1,0,3,625,0,2,627,0,Meenachipatti,"Panchayat  Union  Middle  School,  South Building  West  Block,  Meenachipatti","1.Aneyaparanallur  (R.V)  And  (P)  Part  Meenachipatti  Block  6, 2.Aneyaparanallur  (R.V)  (P)  Part  Harijancolony  Meenachipaatti  Block  7, 999.OVERSEAS  ELECTORS",All  Voters,6.239999999999999,35.68,0.16,9.92,6.4,0.0,0.16,40.8,0.32,4,0.64,Tamilaga Vettri Kazhagam,255,223,32,5,2,7,3,4,10,7,1,10,10,7,10,6,5.12,Dravida Munnetra Kazhagam,5,2,7,3,4,10,7,1,10,10,7,10,6
249,42,213,2,105,88,0,2,255,1,0,0,0,1,709,0,0,709,0,Meenachipatti,"Panchayat  Union  Middle  School,  South Building  East  Block,  Meenachipatti","1.SriMoolakkarai  (R.V)  And  (P)  Adaikalapuram  Sakelier  colony Pothankulam  Puliankulam  Block  6,  2.Thannuthu  (R.V)  Moolakkarai(P) EnnamThannuthu  Block  7,
999.OVERSEAS  ELECTORS",All  Voters,5.923836389280677,30.04231311706629,0.2820874471086037,14.80959097320169,12.41184767277856,0.0,0.2820874471086037,35.96614950634697,0.0,2,0.2820874471086037,Tamilaga Vettri Kazhagam,255,213,42,5,2,6,3,4,10,6,1,8,10,10,10,8,5.923836389280677,Dravida Munnetra Kazhagam,5,2,6,3,4,10,6,1,8,10,10,10,8
250,66,235,10,20,66,0,2,441,1,0,2,3,0,846,0,4,850,0,Mudivaithanandal,"Govt  Hr  Sec  School,  East  Building,  2nd Room  from  South  Portion,Mudivaithanandal","1.Mudivaithanendal  (R.V)  And  (P)  Part  Vagaikulam  block  1,
2.Mudivaithanendal  (R.V)  And  (P)  Part  Mudivaithanendal  Pudur  Block  2, 999.OVERSEAS  ELECTORS",All  Voters,7.801418439716312,27.77777777777778,1.182033096926714,2.364066193853428,7.801418439716312,0.0,0.2364066193853428,52.12765957446809,0.4728132387706856,6,0.7092198581560284,Tamilaga Vettri Kazhagam,441,235,206,3,2,6,5,3,11,8,1,10,11,8,7,11,24.3498817966903,Dravida Munnetra Kazhagam,3,2,6,5,3,11,8,1,10,11,8,7,11
251,53,194,4,6,91,2,0,413,4,3,1,2,1,774,0,6,780,0,Mudivaithanandal,"Govt  Hr  Sec  School  ,  East  Building,  3rd Room  from  South,  Mudivaithanandal","1.Mudivaithanendal  (R.V)  And  (P)  Part  Mudivaithanendal  Pudur  Block  3, 2.Mudivaithanendal  (R.V)  And  (P)  Part  Velauthampillai  Street  Block
7,3.Mudivaithanendal  (R.V)  And  (P)  Part  South  Street  Block  9,
999.OVERSEAS  ELECTORS",All  Voters,6.847545219638243,25.06459948320414,0.516795865633075,0.7751937984496124,11.75710594315245,0.2583979328165375,0.0,53.35917312661499,0.7751937984496124,11,1.421188630490956,Tamilaga Vettri Kazhagam,413,194,219,4,2,6,5,3,9,13,1,6,8,11,9,11,28.29457364341085,Dravida Munnetra Kazhagam,4,2,6,5,3,9,13,1,6,8,11,9,11
252,70,181,9,6,90,2,1,267,2,0,2,2,3,635,0,9,644,0,Mudivaithanandal,"Govt  Hr  Sec,  School  ,  North  West  Building, South  Portion,  Mudivaithanenthal","1.Mudivaithanendal  (R.V)  And  (P)  Mudivaithanendal  yadavar  street  block 4,
2.Mudivaithanendal  (R.V)  And  (P)  Keelastreet  Block  5,
999.OVERSEAS  ELECTORS",All  Voters,11.02362204724409,28.50393700787401,1.417322834645669,0.9448818897637795,14.17322834645669,0.3149606299212598,0.1574803149606299,42.04724409448819,1.417322834645669,9,1.417322834645669,Tamilaga Vettri Kazhagam,267,181,86,4,2,5,6,3,8,12,1,8,13,8,8,7,13.54330708661417,Dravida Munnetra Kazhagam,4,2,5,6,3,8,12,1,8,13,8,8,7
253,53,139,2,8,49,0,2,241,3,0,0,1,0,498,0,7,505,0,Mudivaithanandal,"Govt  Hr  Sec,  School  ,  North  West  Building, North  Portion,  Mudivaithanenthal","1.Mudivaithanendal  (R.V)  And  (P)  East  Aasarimar  Street  Block  6, 2.Mudivaithanendal  (R.V)  And  (P)  Kutalingampillai,
VelauthampillaiStreetb  Block  6  ,  3.Mudivaithanendal  (R.V)  And  (P)  Main
Road,  Old  Kanakkapillai  Street  Block  8,  999.OVERSEAS  ELECTORS",All  Voters,10.6425702811245,27.91164658634538,0.4016064257028112,1.606425702811245,9.839357429718875,0.0,0.4016064257028112,48.39357429718876,1.405622489959839,4,0.8032128514056224,Tamilaga Vettri Kazhagam,241,139,102,3,2,7,5,4,10,7,1,6,10,10,9,10,20.48192771084337,Dravida Munnetra Kazhagam,3,2,7,5,4,10,7,1,6,10,10,9,10
254,48,122,7,12,66,5,4,263,4,4,3,4,3,545,0,7,552,0,Mudivaithanandal,"Hindu  Middle  School  ,North  Building  ,Noth Room,Mudivaithanandal","1.Mudivaithanendal  (R.V)  And  (P)  Part  Melastreet  block  10, 2.Mudivaithanendal  (R.V)  And  (P)  Part  MelaStreet  Block  11, 999.OVERSEAS  ELECTORS",All  Voters,8.807339449541285,22.38532110091743,1.284403669724771,2.201834862385321,12.11009174311927,0.9174311926605505,0.7339449541284404,48.25688073394495,1.284403669724771,18,3.302752293577982,Tamilaga Vettri Kazhagam,263,122,141,4,2,6,5,3,7,8,1,8,8,12,8,12,25.87155963302752,Dravida Munnetra Kazhagam,4,2,6,5,3,7,8,1,8,8,12,8,12
255,87,243,3,133,28,2,2,270,1,0,0,2,5,776,0,7,783,0,Mudivaithanandal,"Hindu  Middle  School  ,North  Building,  south Room,  Mudivaithanandal","1.Mudivaithanendal  (R.V)  And  (P)  Part  ColonyStreet  Block  12, 2.Mudivaithanendal  (R.V)  And  (P)  Part  ColonyStreet  Block  13, 999.OVERSEAS  ELECTORS",All  Voters,11.21134020618557,31.31443298969072,0.3865979381443299,17.13917525773196,3.608247422680412,0.2577319587628866,0.2577319587628866,34.79381443298969,0.902061855670103,8,1.030927835051546,Tamilaga Vettri Kazhagam,270,243,27,4,2,7,3,5,8,8,1,11,12,12,8,6,3.479381443298969,Dravida Munnetra Kazhagam,4,2,7,3,5,8,8,1,11,12,12,8,6
256,85,320,3,36,81,0,0,318,0,1,1,0,2,847,0,4,851,0,Kattalenkulam,"T.N.D.T.A.  Primary  School,  South  Building Kattalenkulam","1.Kattalangulam  (R.V)  And  (P)  Kattalangulam  block  1, 2.Kattalangulam  (R.V)  And  (P)  Kattalangulam  Pudur  Block  2, 3.Kattalangulam  (R.V)  And  (P)  Kumarapommaiyapuram  Block  2, 999.OVERSEAS  ELECTORS",All  Voters,10.03541912632822,37.78040141676505,0.3541912632821724,4.250295159386068,9.563164108618654,0.0,0.0,37.54427390791027,0.4722550177095631,4,0.4722550177095631,Dravida Munnetra Kazhagam,320,318,2,3,1,6,5,4,10,10,2,10,8,8,10,7,0.2361275088547816,Tamilaga Vettri Kazhagam,3,1,6,5,4,10,10,2,10,8,8,10,7
257,56,284,2,10,29,0,2,163,0,1,0,0,2,549,0,2,551,0,Mullanvillai,"T.N.D.T.A  Primary  School,  North  Building, Mullanvillai","1.Kattalangulam  (R.V)  And  (P)  Sethupuri,  senthiumpalam  block  3, 999.OVERSEAS  ELECTORS",All  Voters,10.20036429872495,51.73041894353369,0.3642987249544626,1.821493624772313,5.282331511839709,0.0,0.3642987249544626,29.6903460837887,0.3642987249544626,3,0.546448087431694,Dravida Munnetra Kazhagam,284,163,121,3,1,6,5,4,10,6,2,10,9,10,10,6,22.04007285974499,Tamilaga Vettri Kazhagam,3,1,6,5,4,10,6,2,10,9,10,10,6
258,39,209,1,33,42,1,1,147,0,0,1,0,1,475,0,0,475,0,Mayakoothapuram,"Anganwadi  Center,Mayakoothapuram.","1.Kattalangulam  (R.V)  And  (P)  Kattalangulam  Block  4, 999.OVERSEAS  ELECTORS",All  Voters,8.210526315789474,44.0,0.2105263157894737,6.947368421052631,8.842105263157894,0.2105263157894737,0.2105263157894737,30.94736842105263,0.0,2,0.4210526315789473,Dravida Munnetra Kazhagam,209,147,62,4,1,6,5,3,6,6,2,11,11,6,11,6,13.05263157894737,Tamilaga Vettri Kazhagam,4,1,6,5,3,6,6,2,11,11,6,11,6
259,54,147,2,1,88,1,0,190,0,1,0,0,0,484,0,1,485,0,Sivagnanapuram,"T.N.D.T.A.  Primary  School,  1st  room  from south  Portion  Sivagnanapuram","1.Servaikaranmadam  (R.V)  And  (P)  Sivagnnapuram  Block  1, 2.Servaikaranmadam  (R.V)  And  (P)  Sivagnnapuram  Block  2, 999.OVERSEAS  ELECTORS",All  Voters,11.15702479338843,30.37190082644628,0.4132231404958678,0.2066115702479339,18.18181818181818,0.2066115702479339,0.0,39.25619834710744,0.2066115702479339,1,0.2066115702479339,Tamilaga Vettri Kazhagam,190,147,43,4,2,5,6,3,6,9,1,9,6,9,9,9,8.884297520661157,Dravida Munnetra Kazhagam,4,2,5,6,3,6,9,1,9,6,9,9,9
260,66,170,1,3,83,0,1,185,0,0,0,0,1,510,0,1,511,0,Sivagnanapuram,"T.N.D.T.A.  Primary  School,  2nd  room  from south  Portion  Sivagnanapuram.","1.Servaikaranmadam  (R.V)  And  (P)  Thangammalpuram  Block  3, 2.Servaikaranmadam  (R.V)  And  (P)  Thangammalpuram  Block  4, 999.OVERSEAS  ELECTORS",All  Voters,12.94117647058824,33.33333333333333,0.196078431372549,0.5882352941176471,16.27450980392157,0.0,0.196078431372549,36.27450980392157,0.196078431372549,1,0.196078431372549,Tamilaga Vettri Kazhagam,185,170,15,4,2,6,5,3,9,6,1,9,9,9,9,6,2.941176470588235,Dravida Munnetra Kazhagam,4,2,6,5,3,9,6,1,9,9,9,9,6
261,54,231,2,3,130,0,1,319,2,2,0,0,1,745,0,2,747,0,Servaikaranmadam,"T.N.D.T.A.  Middle  School  ,West  Portion Servaikaranmadam","1.Servaikaranmadam  (R.V)  And  (P)  Servaikaranmadam  Block  5, 2.Servaikaranmadam  (R.V)  And  (P)  Servaikaranmadam  Block  6, 999.OVERSEAS  ELECTORS",All  Voters,7.248322147651007,31.00671140939597,0.2684563758389262,0.4026845637583893,17.4496644295302,0.0,0.1342281879194631,42.81879194630873,0.2684563758389262,5,0.6711409395973155,Tamilaga Vettri Kazhagam,319,231,88,4,2,6,5,3,11,9,1,6,6,11,11,9,11.81208053691275,Dravida Munnetra Kazhagam,4,2,6,5,3,11,9,1,6,6,11,11,9
262,66,174,3,3,89,0,0,226,0,0,0,2,0,563,0,1,564,0,Sakkammalpuram,"Panchayat  Union  Primary  School  ,East Building  ,Sakkammalpuram","1.Servaikaranmadam  (R.V)  And  (P)  Block  7  Sakkammalpuram, Sentiambalam,
999.OVERSEAS  ELECTORS",All  Voters,11.72291296625222,30.90586145648312,0.5328596802841918,0.5328596802841918,15.80817051509769,0.0,0.0,40.14209591474246,0.1776198934280639,2,0.3552397868561279,Tamilaga Vettri Kazhagam,226,174,52,4,2,5,5,3,8,8,1,8,8,8,7,8,9.236234458259325,Dravida Munnetra Kazhagam,4,2,5,5,3,8,8,1,8,8,8,7,8
263,35,413,2,3,29,0,0,271,0,0,0,0,0,753,0,1,754,0,Senthiampalam,"T.N.D.T.A.  Primary  School  ,North  Building
,Senthiampalam","1.Servaikaranmadam  (R.V)  And  (P)  Senthiampalam,  Sakkammalpuram Block  7,
999.OVERSEAS  ELECTORS",All  Voters,4.648074369189907,54.8472775564409,0.2656042496679947,0.398406374501992,3.851261620185923,0.0,0.0,35.98937583001328,0.1328021248339973,0,0.0,Dravida Munnetra Kazhagam,413,271,142,3,1,6,5,4,7,7,2,7,7,7,7,7,18.85790172642762,Tamilaga Vettri Kazhagam,3,1,6,5,4,7,7,2,7,7,7,7,7
264,92,221,3,1,136,0,0,346,0,0,1,1,0,801,0,4,805,0,Koottampuli,"T.N.D.T.A  Middle  School,  West  Building, from  North  1st  Room,  Kootampuli","1.Kumaragiri  (R.V)  And  (P)  Kootampuli  liberary  street  block  8,
2.Kumaragiri  (R.V)  And  (P)  Ramasamypuram  North  Street  Block  8,
3.Kumaragiri  (R.V)  And  (P)  MainRoad  Block  8,  4.Kumaragiri  (R.V)  And  (P) SiyanNagar  Block8,  5.Kumaragiri  (R.V)  And  (P)  Ramasamypuram  South Street  Block  8,  6.Kumaragiri  (R.V)  And  (P)  Garneason  North  Street Block9,  999.OVERSEAS  ELECTORS",All  Voters,11.4856429463171,27.59051186017478,0.3745318352059925,0.1248439450686642,16.97877652933833,0.0,0.0,43.1960049937578,0.4993757802746567,2,0.2496878901373283,Tamilaga Vettri Kazhagam,346,221,125,4,2,5,6,3,9,9,1,9,9,6,6,9,15.60549313358302,Dravida Munnetra Kazhagam,4,2,5,6,3,9,9,1,9,9,6,6,9
265,60,131,2,0,54,2,2,255,0,0,0,0,0,506,0,2,508,0,Koottampuli,"T.N.D.T.A  Middle  School,  West  Building, from  North  2nd  Room,  Kootampuli","1.Kumaragri  (P)  Garneason  South  Street  Block9,
2.Kumaragiri  (R.V)  And  (P)  Anbu  UllangalStreet  Block9, 999.OVERSEAS  ELECTORS",All  Voters,11.85770750988142,25.88932806324111,0.3952569169960474,0.0,10.67193675889328,0.3952569169960474,0.3952569169960474,50.39525691699605,0.3952569169960474,0,0.0,Tamilaga Vettri Kazhagam,255,131,124,3,2,5,8,4,5,5,1,8,8,8,8,8,24.50592885375494,Dravida Munnetra Kazhagam,3,2,5,8,4,5,5,1,8,8,8,8,8
266,69,137,2,0,93,0,2,227,2,0,0,0,1,533,0,5,538,0,Koottampuli,"T.N.D.T.A  Middle  School,  North  Building from  West  Portion  1st  Room,  Kootampuli.","1.Kumaragiri  (R.V)  And  (P)  Main  Road  NaduStreet  Block9,  2.Kumaragiri (R.V)  And  (P)  Main  Road  South  Street  Block9,  3.Kumaragiri  (R.V)  And  (P) Main  Road  Bus  Stop  Street  Block9,  4.Kumaragiri  (R.V)  And  (P) Thirumalaiyapuram  Block9,  999.OVERSEAS  ELECTORS",All  Voters,12.94559099437148,25.70356472795497,0.375234521575985,0.0,17.4484052532833,0.0,0.375234521575985,42.5891181988743,0.9380863039399625,3,0.5628517823639775,Tamilaga Vettri Kazhagam,227,137,90,4,2,5,9,3,9,5,1,5,9,9,9,8,16.88555347091932,Dravida Munnetra Kazhagam,4,2,5,9,3,9,5,1,5,9,9,9,8
267,70,150,3,2,48,5,0,176,1,0,0,0,0,455,0,0,455,0,Soosaipandiapuram,"R,C.  Primary  School  ,  North  Building, Soosaipandiapuram","1.Kumaragiri  (R.V)  And  (P)  Soosaipandiyapuram  Block  10, 999.OVERSEAS  ELECTORS",All  Voters,15.38461538461539,32.96703296703296,0.6593406593406593,0.4395604395604396,10.54945054945055,1.098901098901099,0.0,38.68131868131869,0.0,1,0.2197802197802198,Tamilaga Vettri Kazhagam,176,150,26,3,2,6,7,4,5,9,1,8,9,9,9,9,5.714285714285714,Dravida Munnetra Kazhagam,3,2,6,7,4,5,9,1,8,9,9,9,9
268,39,171,1,4,78,0,1,259,0,0,0,0,0,553,0,3,556,0,Ramachandrapura m,"Panchayat  Union  Primary  School,  North Building  1st  Room,  Ramachandrapuram.","1.Kumaragiri  (R.V)  And  (P)  Ramchandrapuram,  block  10,  999.OVERSEAS ELECTORS",All  Voters,7.05244122965642,30.92224231464738,0.1808318264014467,0.7233273056057866,14.10488245931284,0.0,0.1808318264014467,46.83544303797468,0.5424954792043399,0,0.0,Tamilaga Vettri Kazhagam,259,171,88,4,2,6,5,3,8,6,1,8,8,8,8,8,15.91320072332731,Dravida Munnetra Kazhagam,4,2,6,5,3,8,6,1,8,8,8,8,8
269,44,192,1,2,45,0,1,242,1,0,1,1,0,530,0,2,532,0,Pudukottai,"TDTA  P.S.Periyanayagam  Hr.Sec.School  Rev. T.P.Adolphus  Block,  1st  room  From  East, Class  -  10B,  Pudukottai.","1.Kumaragiri  (R.V)  And  (P)  North  street  block  1,
2.Kumaragiri  (R.V)  And  (P)  Arunthathiyar  Street  Block  1,  999.OVERSEAS ELECTORS",All  Voters,8.30188679245283,36.22641509433962,0.1886792452830189,0.3773584905660378,8.49056603773585,0.0,0.1886792452830189,45.66037735849056,0.3773584905660378,3,0.5660377358490566,Tamilaga Vettri Kazhagam,242,192,50,4,2,6,5,3,11,6,1,6,11,6,6,11,9.433962264150944,Dravida Munnetra Kazhagam,4,2,6,5,3,11,6,1,6,11,6,6,11
270,58,172,2,2,72,0,1,196,1,0,0,0,0,504,0,2,506,0,Pudukottai,"TDTA  P.S.Periyanayagam  Hr.Sec.School  Rev. T.P.Adolphus  Block,  2nd  room  From  East, Class  -  10C,  Pudukottai.","1.Kumaragiri  (R.V)  And  (P)  Samuel  Nagar  Street  North  Block  1,
2.Kumaragiri  (R.V)  And  (P)  Middle  Street  Block  1,  3.Kumaragiri  (R.V)  And
(P)  South  Street  Block  1,  4.Kumaragiri  (R.V)  And  (P)  Hospital  East  Block 1,
999.OVERSEAS  ELECTORS",All  Voters,11.50793650793651,34.12698412698413,0.3968253968253968,0.3968253968253968,14.28571428571428,0.0,0.1984126984126984,38.88888888888889,0.3968253968253968,1,0.1984126984126984,Tamilaga Vettri Kazhagam,196,172,24,4,2,5,5,3,9,7,1,7,9,9,9,9,4.761904761904762,Dravida Munnetra Kazhagam,4,2,5,5,3,9,7,1,7,9,9,9,9
271,30,143,0,2,63,0,6,285,0,1,0,0,0,530,0,1,531,0,Pudukottai,"TDTA  P.S.Periyanayagam  Hr.Sec  School,
D.S.B  Wiiliam  Block,  2nd  Room  From  East, Class-10G,  Pudukottai","1.Kumaragiri  (R.V)  And  (P)  Yadavar  street  block  3,  2.Kumaragiri  (R.V)  And
(P)  Sangam  East  Street  Block  3,
3.Kumaragiri  (R.V)  And  (P)  Flovar  Mill  South  Street  Block3,  Indhira  Nagar Block  3
999.OVERSEAS  ELECTORS",All  Voters,5.660377358490567,26.9811320754717,0.0,0.3773584905660378,11.88679245283019,0.0,1.132075471698113,53.77358490566038,0.1886792452830189,1,0.1886792452830189,Tamilaga Vettri Kazhagam,285,143,142,4,2,8,6,3,8,5,1,8,7,8,8,8,26.79245283018868,Dravida Munnetra Kazhagam,4,2,8,6,3,8,5,1,8,7,8,8,8
272,51,179,2,10,73,0,2,333,0,1,1,1,0,653,0,4,657,0,Pudukottai,"TDTA  P.S.Periyanayagam  Hr.Sec  School,
D.S.B  Wiiliam  Block,  3rd  Room  From  East, Class-10F  ,  Pudukottai","1.Kumaragiri  (R.V)  And  (P)  R.C  Middle  Street  Block  3,  2.Kumaragiri  (R.V) And  (P)  Indra  Nagar  Block  3  (Door  No:1  to  3/400)  ,  999.OVERSEAS ELECTORS",All  Voters,7.810107197549771,27.41194486983154,0.3062787136294028,1.531393568147014,11.1791730474732,0.0,0.3062787136294028,50.99540581929556,0.6125574272588056,3,0.4594180704441042,Tamilaga Vettri Kazhagam,333,179,154,4,2,6,5,3,11,6,1,11,8,8,8,11,23.58346094946401,Dravida Munnetra Kazhagam,4,2,6,5,3,11,6,1,11,8,8,8,11
