Serial No. Of Polling Station,Naam Tamilar Katchi,Dravida Munnetra Kazhagam,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi,Puthiya Tamilagam,Amma Makkal Munnettra Kazagam,Naam Indiar Party,Tamizhaga Vaazhvurimai Katchi,Tamilaga Vettri Kazhagam,Independent,Independent.1,Independent.2,Independent.3,Independent.4,Total of Valid Votes,Unnamed: 15,NOTA,Total,No. Of Tendered Votes,Locality,Building  in  Which  it  will  be  Located,Polling  Area,Whether  for  all Voters  or  men  olny or  women  only,Naam Tamilar Katchi_Share_%,Dravida Munnetra Kazhagam_Share_%,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi_Share_%,Puthiya Tamilagam_Share_%,Amma Makkal Munnettra Kazagam_Share_%,Naam Indiar Party_Share_%,Tamizhaga Vaazhvurimai Katchi_Share_%,Tamilaga Vettri Kazhagam_Share_%,NOTA_Share_%,Total_Independent_Votes,Independent_Share_%,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Of_Victory,Naam Tamilar Katchi_Rank,Dravida Munnetra Kazhagam_Rank,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi_Rank,Puthiya Tamilagam_Rank,Amma Makkal Munnettra Kazagam_Rank,Naam Indiar Party_Rank,Tamizhaga Vaazhvurimai Katchi_Rank,Tamilaga Vettri Kazhagam_Rank,Independent_Rank,Independent.1_Rank,Independent.2_Rank,Independent.3_Rank,Independent.4_Rank,Margin_Percentage,Runner_Up_Party,Naam Tamilar Katchi_Rank.1,Dravida Munnetra Kazhagam_Rank.1,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi_Rank.1,Puthiya Tamilagam_Rank.1,Amma Makkal Munnettra Kazagam_Rank.1,Naam Indiar Party_Rank.1,Tamizhaga Vaazhvurimai Katchi_Rank.1,Tamilaga Vettri Kazhagam_Rank.1,Independent_Rank.1,Independent.1_Rank.1,Independent.2_Rank.1,Independent.3_Rank.1,Independent.4_Rank.1
194,84,172,0,20,43,1,0,292,5,1,0,0,1,619,0,1,620,0,Allikulam,"Anganwadi  Centre,  Allikulam","1.Allikulam  (R.V)  And  (P)  Alikulam  Block  1,  2.Allikulam  (R.V)  And  (P) Murugan  Nagar  Block  1,  999.OVERSEAS  ELECTORS",All  Voters,13.5702746365105,27.78675282714055,0.0,3.231017770597738,6.946688206785137,0.1615508885298869,0.0,47.17285945072697,0.1615508885298869,7,1.130856219709208,Tamilaga Vettri Kazhagam,292,172,120,3,2,10,5,4,7,10,1,6,7,10,10,7,19.38610662358643,Dravida Munnetra Kazhagam,3,2,10,5,4,7,10,1,6,7,10,10,7
195,40,206,4,18,58,0,0,155,0,0,0,0,0,481,0,4,485,0,Thiruvananthapura m,"Panchayat  Union  Middle  School  ,  East Facing  Building,  Thiruvananthapuram.","1.Allikulam  (R.V)  And  (P)  Aandanpachiary  Block  2, 2.Allikulam  (R.V)  And  (P)  Thiruvananthapuram  Block  2, 999.OVERSEAS  ELECTORS",All  Voters,8.316008316008316,42.82744282744283,0.8316008316008316,3.742203742203742,12.05821205821206,0.0,0.0,32.22453222453223,0.8316008316008316,0,0.0,Dravida Munnetra Kazhagam,206,155,51,4,1,6,5,3,7,7,2,7,7,7,7,7,10.6029106029106,Tamilaga Vettri Kazhagam,4,1,6,5,3,7,7,2,7,7,7,7,7
196,94,298,6,50,49,1,7,371,2,1,1,3,11,894,0,10,904,0,Keelathattapparai,"Panchayat  Union  Primary  School  ,North Block  Keelathattapparai","1.Keelathattaparai  (R.V)  And  (P)  Part  Keelathattaparai  Block  1, 2.Keelathattaparai  (R.V)  And  (P)  Part  Keelathattaparai  Block  2, 3.Keelathattaparai  (R.V)  And  (P)  Part  Keelathattaparai  Block  3, 4.Keelathattaparai  (R.V)  And  (P)  Part  NorthmStreet  Block  4,
5.Keelathattaparai  (R.V)  And  (P)  South  Street  Block  4,
999.OVERSEAS  ELECTORS",All  Voters,10.51454138702461,33.33333333333333,0.6711409395973155,5.592841163310962,5.480984340044743,0.1118568232662192,0.7829977628635347,41.49888143176734,1.118568232662192,18,2.013422818791946,Tamilaga Vettri Kazhagam,371,298,73,3,2,8,4,5,11,7,1,10,11,11,9,6,8.165548098434003,Dravida Munnetra Kazhagam,3,2,8,4,5,11,7,1,10,11,11,9,6
197,65,298,1,24,54,1,4,273,1,0,1,3,6,731,0,6,737,0,Thimmarajapuram,"T.N.D.T.A.  Primary School,Thimmarajapuram","1.Thimmarajapuram  (R.V)  And  (P)  Thimarajapuram  Block  4, 2.Thimmarajapuram  (R.V)  And  (P)  Thimarajapuram  Block  5, 999.OVERSEAS  ELECTORS",All  Voters,8.891928864569083,40.76607387140903,0.1367989056087551,3.283173734610123,7.387140902872777,0.1367989056087551,0.5471956224350205,37.34610123119015,0.8207934336525308,11,1.504787961696306,Dravida Munnetra Kazhagam,298,273,25,3,1,9,5,4,9,7,2,9,13,9,8,6,3.419972640218878,Tamilaga Vettri Kazhagam,3,1,9,5,4,9,7,2,9,13,9,8,6
198,85,199,3,46,86,6,2,288,0,1,0,1,0,717,0,2,719,0,Peroorani,Panchayat  Union  Primary  School  Peroorani,"1.Peroorani  (R.V),  Thimmarajapuram  (P)  Ramasamypuram  Block  1, 2.Peroorani  (R.V),  Thimmarajapuram  (P)  Peruorani  Block  1, 999.OVERSEAS  ELECTORS",All  Voters,11.85495118549512,27.75453277545328,0.4184100418410042,6.415620641562064,11.99442119944212,0.8368200836820083,0.2789400278940028,40.1673640167364,0.2789400278940028,2,0.2789400278940028,Tamilaga Vettri Kazhagam,288,199,89,4,2,7,5,3,6,8,1,11,9,11,9,11,12.41283124128312,Dravida Munnetra Kazhagam,4,2,7,5,3,6,8,1,11,9,11,9,11
199,41,175,4,7,64,0,1,251,0,1,0,0,1,545,0,2,547,0,Peroorani,"Panchayat  Union  Primary  School,  SSA Building,  Peroorani","1.Peroorani  (R.V),  Thimmarajapuram  (P)  Peruoorani  Block  3, RAJARAMAN  NAGAR,  999.OVERSEAS  ELECTORS",All  Voters,7.522935779816514,32.11009174311927,0.7339449541284404,1.284403669724771,11.74311926605505,0.0,0.1834862385321101,46.05504587155963,0.3669724770642202,2,0.3669724770642202,Tamilaga Vettri Kazhagam,251,175,76,4,2,6,5,3,10,7,1,10,7,10,10,7,13.94495412844037,Dravida Munnetra Kazhagam,4,2,6,5,3,10,7,1,10,7,10,10,7
200,78,206,1,38,50,1,3,333,2,0,0,2,0,714,0,1,715,0,Vartthagarettipatti,"Somasundram  Middle  School,  Centre  Hall East  Portion,  Vartthagarettipatti","1.Varthagarettipatti  (R.V)  And  (P)  Part  Varthagarettipatti  block  1, 2.Varthagarettipatti  (R.V)  And  (P)  Part  Pandiapuram  Block  4, 999.OVERSEAS  ELECTORS",All  Voters,10.92436974789916,28.8515406162465,0.1400560224089636,5.322128851540616,7.002801120448179,0.1400560224089636,0.4201680672268908,46.63865546218487,0.1400560224089636,4,0.5602240896358543,Tamilaga Vettri Kazhagam,333,206,127,3,2,9,5,4,9,6,1,7,11,11,7,11,17.78711484593838,Dravida Munnetra Kazhagam,3,2,9,5,4,9,6,1,7,11,11,7,11
201,51,211,3,3,89,2,3,326,2,2,0,1,1,694,0,4,698,0,Vartthagarettipatti,"Somasundram  Middle  School,  East  Portion, Vartthagarettipatti","1.Varthagarettipatti  (R.V)  And  (P)  Part  Varthagarettipatti  Block  2, 2.Varthagarettipatti  (R.V)  And  (P)  Part  Varthagarettipatti  Block  3, 999.OVERSEAS  ELECTORS",All  Voters,7.348703170028818,30.40345821325649,0.4322766570605188,0.4322766570605188,12.82420749279539,0.2881844380403458,0.4322766570605188,46.97406340057637,0.5763688760806917,6,0.8645533141210375,Tamilaga Vettri Kazhagam,326,211,115,4,2,5,5,3,8,5,1,8,8,13,11,11,16.57060518731988,Dravida Munnetra Kazhagam,4,2,5,5,3,8,5,1,8,8,13,11,11
202,36,107,2,61,38,1,1,149,0,1,1,0,1,398,0,3,401,0,Vallakulam,"Panchayat  Union  Primary  School, Vallakulam","1.Keelavallanadu  (R.V)  And  (P)  Murugan  puram  Block  1, 2.Keelavallanadu  (R.V)  And  (P)  Vallakkulam  Block  1,
3.Keelavallanadu  (R.V)  And  (P)  Edamaruthanpuliyankulam  Block  1, 4.Keelavallanadu  (R.V)  And  (P)  Silon  Colony  Block  1,
999.OVERSEAS  ELECTORS",All  Voters,9.045226130653267,26.88442211055276,0.5025125628140703,15.32663316582915,9.547738693467336,0.2512562814070352,0.2512562814070352,37.43718592964824,0.7537688442211055,3,0.7537688442211055,Tamilaga Vettri Kazhagam,149,107,42,5,2,6,3,4,7,7,1,12,7,7,12,7,10.55276381909548,Dravida Munnetra Kazhagam,5,2,6,3,4,7,7,1,12,7,7,12,7
203,88,228,8,37,125,1,1,300,2,1,0,0,4,795,0,9,804,0,Pudhupatti,"Veerabagu  Higher  Secondary  School,South Facing  from  East  portion,  Pudhupatti","1.Aniyaparanallur  (R.V)  And  (P)  Part  Pudupatti  Block  4, 2.Aniyaparanallur  (R.V)  And  (P)  Part  Pudupatti  Harijan  colony  Block  5,
3.Keelavallanadu  (R.V)  And  (P)  Krishnapuram  Colony  Block  2,
4.Settimallanpatti  (R.V),  Ellainayakkanpatti  (P)  Settimallanpatti  Block  3, 5.Keelavallanadu  (R.V)  And  (P)  Seethakulam  Block  2,
999.OVERSEAS  ELECTORS",All  Voters,11.06918238993711,28.67924528301887,1.006289308176101,4.654088050314465,15.72327044025157,0.1257861635220126,0.1257861635220126,37.73584905660378,1.132075471698113,7,0.8805031446540881,Tamilaga Vettri Kazhagam,300,228,72,4,2,6,5,3,9,9,1,8,9,12,12,7,9.056603773584905,Dravida Munnetra Kazhagam,4,2,6,5,3,9,9,1,8,9,12,12,7
204,14,95,1,22,9,0,1,54,0,0,0,0,0,196,0,1,197,0,Pottalurani,"Panchayat  Union  Middle  School  ,  Pottalurani","1.Ellainaickanpatti  (R.V)  And  (P)  part  Pottalurani  Block  5, 2.Ellainaickanpatti  (R.V)  And  (P)  part  Pottaluorani  Block  6, 3.Ellainaickanpatti  (R.V)  And  (P)  part  Pottaluorani  Block  7, 4.Ellainaickanpatti  (R.V)  And  (P)  part  Pottaluorani  Block  8, 999.OVERSEAS  ELECTORS",All  Voters,7.142857142857142,48.46938775510204,0.5102040816326531,11.22448979591837,4.591836734693878,0.0,0.5102040816326531,27.55102040816326,0.5102040816326531,0,0.0,Dravida Munnetra Kazhagam,95,54,41,4,1,6,3,5,8,6,2,8,8,8,8,8,20.91836734693878,Tamilaga Vettri Kazhagam,4,1,6,3,5,8,6,2,8,8,8,8,8
205,37,211,0,29,230,0,3,284,2,1,1,1,4,803,0,9,812,0,Deivaseyelpuram,"Panchayat  Union  Primary  School,  North Building,  Eastern  side,Deivaseyelpuram","1.Deivaseyalpuram  (R.V),Ellainayakkanpatti  (P)  Deivaseyalpuram  North Street  Block  1,  2.Deivaseyalpuram  (R.V),  Ellainayakkanpatti  (P) Deivaseyalpuram  Middle  Street  Block  1,  3.Deivaseyalpuram  (R.V),
Ellainayakkanpatti  (P)  Deivaseyalpuram  JothiStreet  Block  2, 4.Deivaseyalpuram  (R,V),  Ellainayakkanpatti  (P)  Deivaseyalpuram
SouthStreet  Block  2,  5.Deivaseyalpuram  (R.V)  Ellainayakkanpatti  (P) Deivaseyalpuram  East  Street  Block  2,
6.Keelavallanadu  (R.V)  And  (P)  Thoothukudi  Water  Works  Block  1, 7.Keelavallanadu  (R.V)  And  (P)  Thiruvenkadapuram,  Pandarapuram
Block  2,
8.Keelavallanadu  (R.V)  And  (P)  Piramiyarkulam  Block  2, 999.OVERSEAS  ELECTORS",All  Voters,4.60772104607721,26.27646326276463,0.0,3.61145703611457,28.6425902864259,0.0,0.37359900373599,35.36737235367372,1.12079701120797,9,1.12079701120797,Tamilaga Vettri Kazhagam,284,230,54,4,3,12,5,2,12,7,1,8,9,9,9,6,6.724782067247821,Amma Makkal Munnettra Kazagam,4,3,12,5,2,12,7,1,8,9,9,9,6
206,62,211,3,44,123,3,2,243,0,1,1,2,2,697,0,3,700,0,Ellainayakkanpatti,"Narayanan  Middle  School,  Main  Building, Ellainayakkanpatti.","1.Ellainayakkanpatti  (R.V)  And  (P)  Ellainayakkanpatti  West  Street  Block 3,
2.Ellainayakkanpatti  (R.V)  And  (P)  Ellainayakkanpatti  Middle  Street Block  3,
3.Ellainayakkanpatti  (R.V)  And  (P)  East  Street  Block  4,
4.Varthagarettipatti  (R.V)  And  (P)  Varthagarettipatti,  Ramanathapuram Block  5,
999.OVERSEAS  ELECTORS",All  Voters,8.895265423242469,30.2725968436155,0.430416068866571,6.312769010043041,17.64705882352941,0.430416068866571,0.2869440459110474,34.86370157819225,0.430416068866571,6,0.860832137733142,Tamilaga Vettri Kazhagam,243,211,32,4,2,6,5,3,6,8,1,13,11,11,8,8,4.591104734576758,Dravida Munnetra Kazhagam,4,2,6,5,3,6,8,1,13,11,11,8,8
207,35,298,3,118,123,2,1,282,0,1,1,2,1,867,0,2,869,0,Vadakku  karaseri,"Village  E-Sevai  Building,  Vadakku  Karaseri","1.Vadakkukaraseri  (R.V)  And  (P)  Vadaku  Karacherry  Block  1, 2.Vadakkukaraseri  (R.V)  And  (P)  Vadaku  Karacherry  Block  2,
3.Vadakkukaraseri  (R.V)  And  (P)  Vadaku  Karacherry  (P)  Block  3, 4.Vadakkukaraseri  (R.V)  And  (P)  Palltheru  colony  Block  4,
5.Vadakkukaraseri  (R.V)  And  (P)  Kambukaranatham,  Perumal  koil Street,  Block  5,
999.OVERSEAS  ELECTORS",All  Voters,4.036908881199539,34.37139561707036,0.3460207612456748,13.61014994232987,14.18685121107267,0.2306805074971165,0.1153402537485582,32.52595155709342,0.2306805074971165,5,0.5767012687427913,Dravida Munnetra Kazhagam,298,282,16,5,1,6,4,3,7,9,2,13,9,9,7,9,1.845444059976932,Tamilaga Vettri Kazhagam,5,1,6,4,3,7,9,2,13,9,9,7,9
208,43,157,5,293,161,3,3,256,2,2,3,2,4,934,0,1,935,0,Kasilingapuram,"Panchayat  Union  Primary  School  ,North Building  Facing  south,  Kasilingapuram","1.Singathakurichi  (R.V)  And  (P)  Kasilingapuram  Block  5, 2.Singathakurichi  (R.V)  And  (P)  Kasilingapuram  Block  6, 999.OVERSEAS  ELECTORS",All  Voters,4.603854389721628,16.80942184154176,0.5353319057815845,31.37044967880086,17.23768736616702,0.3211991434689507,0.3211991434689507,27.40899357601713,0.1070663811563169,13,1.39186295503212,Puthiya Tamilagam,293,256,37,5,4,6,1,3,8,8,2,11,11,8,11,7,3.961456102783726,Tamilaga Vettri Kazhagam,5,4,6,1,3,8,8,2,11,11,8,11,7
209,80,154,4,35,213,0,5,279,2,2,2,1,5,782,0,6,788,0,Singathakurichi,"Panchayat  Union  Primary  School,  New Building,  West  Facing,  Singatthakurichi","1.Singathakurichi  (R.V)  And  (P)  Singhathakurichi  kasbha  block  1, 2.Singathakurichi  (R.V)  And  (P)  Singhathakurichi  Kasbha  block  2, 3.Singathakurichi  (R.V)  And  (P)  Singhathakurichi  Kasbha  BLock  3, 4.Singathakurichi  (R.V)  And  (P)  Singhathakurichi  Block  4, 999.OVERSEAS  ELECTORS",All  Voters,10.23017902813299,19.69309462915601,0.5115089514066496,4.475703324808184,27.23785166240409,0.0,0.639386189258312,35.67774936061381,0.7672634271099744,12,1.534526854219949,Tamilaga Vettri Kazhagam,279,213,66,4,3,8,5,2,13,6,1,9,9,9,12,6,8.439897698209718,Amma Makkal Munnettra Kazagam,4,3,8,5,2,13,6,1,9,9,9,12,6
210,53,77,1,343,141,1,8,141,2,5,1,1,1,775,0,3,778,0,Alantha,"Panchayat  Union  primary  school,  North Building  Facing  West,  Alantha","1.Alantha  (R.V)  And  (P)  South  Street  Block  1,
2.Alantha  (R.V)  And  (P)  West  Street  Block  2,
3.Alantha  (R.V)  And  (P)  Middle  Street  Block  2,
4.Alantha  (R.V)  And  (P)  East  Street  Block  2,
5.Alantha  (R.V)  And  (P)  North  Street  Block  2, 999.OVERSEAS  ELECTORS",All  Voters,6.838709677419355,9.935483870967742,0.1290322580645161,44.25806451612903,18.19354838709678,0.1290322580645161,1.032258064516129,18.19354838709678,0.3870967741935484,10,1.290322580645161,Puthiya Tamilagam,343,141,202,5,4,9,1,2,9,6,2,8,7,9,9,9,26.06451612903226,Tamilaga Vettri Kazhagam,5,4,9,1,2,9,6,2,8,7,9,9,9
211,32,105,0,255,119,0,2,62,0,0,1,0,0,576,0,3,579,0,Ulakkudi,"Govt.  Adi  Dravidar  Welfare  Primary  School, Ulakudi","1.Ulakkudi  (R.V),  Kaliyavoor  (P)  Ulakkudi  block  8, 999.OVERSEAS  ELECTORS",All  Voters,5.555555555555555,18.22916666666666,0.0,44.27083333333333,20.65972222222222,0.0,0.3472222222222222,10.76388888888889,0.5208333333333333,1,0.1736111111111111,Puthiya Tamilagam,255,119,136,5,3,8,1,2,8,6,4,8,8,7,8,8,23.61111111111111,Amma Makkal Munnettra Kazagam,5,3,8,1,2,8,6,4,8,8,7,8,8
212,17,202,0,1,21,0,2,71,1,0,0,0,2,317,0,0,317,0,Kaliyavur,"R.C.  Middle  School,North  Facing  New Building,  East  Portion,  Kaliyavoor","1.Kaliyavoor  (R.V)  And  (P)  Kaliyavoor  North  Street,  Paraistreet  Pallivasal Street  Block  1,
2.Kaliyavoor  (R.V)  And  (P)  MelaStreet,  Center  Street  Block  2,
999.OVERSEAS  ELECTORS",All  Voters,5.362776025236593,63.7223974763407,0.0,0.3154574132492113,6.624605678233439,0.0,0.6309148264984227,22.39747634069401,0.0,3,0.9463722397476341,Dravida Munnetra Kazhagam,202,71,131,4,1,9,7,3,9,5,2,7,9,9,9,5,41.32492113564668,Tamilaga Vettri Kazhagam,4,1,9,7,3,9,5,2,7,9,9,9,5
213,33,247,1,2,121,0,3,176,1,0,0,0,4,588,0,0,588,0,Kaliyavur,"R.C.  Middle  School,North  Facing  New Building,  West  Portion,  Kaliyavoor","1.Kaliyavoor  (R.V)  And  (P)  Third  No.Street,  Seventh  No.  Street  Block  3, 2.Kaliyavoor  (R.V)  And  (P)  Thevamar  Street,  AchiarymarStreet,  Block  4, 999.OVERSEAS  ELECTORS",All  Voters,5.612244897959184,42.00680272108844,0.1700680272108843,0.3401360544217687,20.57823129251701,0.0,0.5102040816326531,29.93197278911565,0.0,5,0.8503401360544218,Dravida Munnetra Kazhagam,247,176,71,4,1,8,7,3,10,6,2,8,10,10,10,5,12.07482993197279,Tamilaga Vettri Kazhagam,4,1,8,7,3,10,6,2,8,10,10,10,5
214,82,178,1,6,118,0,4,203,3,1,1,2,2,601,0,2,603,0,Kaliyavur,"Panchayat  Union  Primary  School,  New Building  South  Side,  Kaliavur","1.Kaliyavoor  (R.V)  And  (P)  Christen,  velalar,  harijanstreet  block  5, 2.Kaliyavoor  (R.V)  And  (P)  Harijancolony  CenterStreet  Block  6, 3.Kaliyavoor  (R.V)  And  (P)  Kalangarai  Block  7,
999.OVERSEAS  ELECTORS",All  Voters,13.64392678868552,29.61730449251248,0.1663893510815308,0.9983361064891847,19.63394342762063,0.0,0.6655574043261231,33.77703826955074,0.3327787021630615,9,1.497504159733777,Tamilaga Vettri Kazhagam,203,178,25,4,2,10,5,3,13,6,1,7,10,10,8,8,4.159733777038269,Dravida Munnetra Kazhagam,4,2,10,5,3,13,6,1,7,10,10,8,8
215,86,339,4,200,66,1,1,220,0,1,4,0,5,927,0,14,941,0,Konarkulam,"Anganwadi  Center,  Konarkulam","1.Vadavallanadu  (R.V)  And  (P)  Vadavallanadu  NanalkottanKulam Konarkulam  colony,
2.Vadavallanadu  (R.V)  And  (P)  Vilathikulamcolony,  Esathanodai  Block  4,
999.OVERSEAS  ELECTORS",All  Voters,9.277238403451996,36.56957928802589,0.4314994606256742,21.57497303128371,7.119741100323624,0.1078748651564185,0.1078748651564185,23.73247033441208,1.51024811218986,10,1.078748651564186,Dravida Munnetra Kazhagam,339,220,119,4,1,7,3,5,9,9,2,12,9,7,12,6,12.83710895361381,Tamilaga Vettri Kazhagam,4,1,7,3,5,9,9,2,12,9,7,12,6
216,85,237,1,4,140,1,4,320,1,1,3,4,9,810,0,1,811,0,Vallanadu,"Panchayat  Union  Primary  School  ,Main Building,West  sideVallanadu","1.Vadavallanadu  (R.V)  And  (P)  Vadavallanadu  (P)  Block  1, 2.Vadavallanadu  (R.V)  And  (P)  Vadavallanadu  (P)  Block  2, 3.Vadavallanadu  (R.V)  And  (P)  Thiruvenkadam  Block  3,
Paraikadu  999.OVERSEAS  ELECTORS",All  Voters,10.49382716049383,29.25925925925926,0.1234567901234568,0.4938271604938271,17.28395061728395,0.1234567901234568,0.4938271604938271,39.50617283950617,0.1234567901234568,18,2.222222222222222,Tamilaga Vettri Kazhagam,320,237,83,4,2,10,6,3,10,6,1,10,10,9,6,5,10.24691358024691,Dravida Munnetra Kazhagam,4,2,10,6,3,10,6,1,10,10,9,6,5
217,21,143,2,0,59,0,0,122,0,0,0,1,2,350,0,1,351,0,Vallanadukasba,"Panchayat  Union  Primary  School  South Building  East  Portion  Facing  North
Vallanadu","1.Vallanadukasba  (R.V)  And  (P)  Vadavallanadu  kasbha  (p)  block  1, 999.OVERSEAS  ELECTORS",All  Voters,6.0,40.85714285714286,0.5714285714285714,0.0,16.85714285714286,0.0,0.0,34.85714285714286,0.2857142857142857,3,0.8571428571428572,Dravida Munnetra Kazhagam,143,122,21,4,1,5,8,3,8,8,2,8,8,8,7,5,6.0,Tamilaga Vettri Kazhagam,4,1,5,8,3,8,8,2,8,8,8,7,5
218,22,128,1,2,105,0,2,131,1,0,2,0,0,394,0,2,396,0,Vallanadukasba,Panchayat  Union  Primary  School  East Building  North  Portion  Facing  North Vallanadu,"1.Vallanadukasba  (R.V)  And  (P)  Vadavallanadu  Kasbha  Block  2, 2.Vallanadukasba  (R.V)  And  (P)  Vadavallanadu  Kasbha  Block  3, 999.OVERSEAS  ELECTORS",All  Voters,5.583756345177665,32.48730964467005,0.2538071065989848,0.5076142131979695,26.6497461928934,0.0,0.5076142131979695,33.24873096446701,0.5076142131979695,3,0.7614213197969544,Tamilaga Vettri Kazhagam,131,128,3,4,2,8,5,3,10,5,1,8,10,5,10,10,0.7614213197969544,Dravida Munnetra Kazhagam,4,2,8,5,3,10,5,1,8,10,5,10,10
219,55,252,6,5,96,0,1,249,3,1,1,1,7,677,0,5,682,0,Vallanadukasba,"Desapandu  V.D.V  Deivanayagampillai  Govt Hr  Sec  School  ,  North  Building,  East  Portion, Vallandu  kusba","1.Vallanadukasba  (R.V)  And  (P)  North  muthuramamman  kovil  street block  6,
2.Vallanadukasba  (R.V)  And  (P)  MayandiKovil  Street  Block  7, 3.Vallanadukasba  (R.V)  And  (P)  Kaniyar  Street  Block  6,
999.OVERSEAS  ELECTORS",All  Voters,8.124076809453472,37.22304283604136,0.8862629246676514,0.7385524372230428,14.18020679468242,0.0,0.1477104874446086,36.77991137370753,0.7385524372230428,13,1.920236336779911,Dravida Munnetra Kazhagam,252,249,3,4,1,6,7,3,13,9,2,8,9,9,9,5,0.4431314623338257,Tamilaga Vettri Kazhagam,4,1,6,7,3,13,9,2,8,9,9,9,5
220,21,259,3,1,94,0,0,261,1,0,0,0,2,642,0,1,643,0,Vallanadukasba,"Desapandu  V.D.V,  Deivanayagampillai  Govt Hr  Sec  School  (South  West  Building)  First Room  from  West  Side  Vallandu","1.Vallanadukasba  (R.V)  And  (P)  Vallanadukasba  Perumal  Street  Block  4, 2.Vallanadukasba  (R.V)  And  (P)  Kaliavoor  Main  Road  Block  4, 3.Vallanadukasba  (R.V)  And  (P)  Karpagha  Vinayagar  Kovil  Street  Block  5, 999.OVERSEAS  ELECTORS",All  Voters,3.271028037383177,40.34267912772586,0.4672897196261682,0.1557632398753894,14.6417445482866,0.0,0.0,40.65420560747663,0.1557632398753894,3,0.4672897196261682,Tamilaga Vettri Kazhagam,261,259,2,4,2,5,7,3,9,9,1,7,9,9,9,6,0.3115264797507788,Dravida Munnetra Kazhagam,4,2,5,7,3,9,9,1,7,9,9,9,6
221,47,299,1,20,91,0,2,313,0,2,0,0,2,777,0,2,779,0,Vallanadukasba,"Desapandu  V.D.V,  Deivanayagampillai  Govt Hr  Sec  School  (South  Side  West  Building) Second  Room  from  West  Side  Vallandu","1.Vallanadukasba  (R.V)  And  (P)  Perumal  Sannathy  Street  Block  8, 2.Vallanadukasba  (R.V)  And  (P)  Keela  Street  Block  9, 3.Vallanadukasba  (R.V)  And  (P)  Ganapathikovil  Street  Block  9, 999.OVERSEAS  ELECTORS",All  Voters,6.048906048906049,38.48133848133848,0.1287001287001287,2.574002574002574,11.71171171171171,0.0,0.2574002574002574,40.28314028314028,0.2574002574002574,4,0.5148005148005148,Tamilaga Vettri Kazhagam,313,299,14,4,2,9,5,3,10,6,1,10,6,10,10,6,1.801801801801802,Dravida Munnetra Kazhagam,4,2,9,5,3,10,6,1,10,6,10,10,6
222,24,252,3,50,55,0,0,173,2,0,0,1,1,561,0,5,566,0,Vallanadukasba,Desapandu  V.D.V  Deivanayagampillai  Govt Hr  Sec  School  South  Building  East  Corner Vallanadu  Kasbha,"1.Vallanadukasba  (R.V)  And  (P)  Hamedyanagar,  harijancolony, udaiyarkulam  block  1  ,
999.OVERSEAS  ELECTORS",All  Voters,4.27807486631016,44.91978609625669,0.53475935828877,8.9126559714795,9.803921568627452,0.0,0.0,30.83778966131907,0.8912655971479502,4,0.7130124777183601,Dravida Munnetra Kazhagam,252,173,79,5,1,6,4,3,10,10,2,7,10,10,8,8,14.08199643493761,Tamilaga Vettri Kazhagam,5,1,6,4,3,10,10,2,7,10,10,8,8
223,20,219,0,25,36,0,3,118,0,0,1,2,2,426,0,5,431,0,Vallanadukasba,Desapandu  V.D.V  Deivanayagampillai  Govt Hr  Sec  School  North  Building  East  Corner Vallanadu  Kasbha,"1.Vallanadukasba  (R.V)  And  (P)  Muthammalpuram  Block  11, 999.OVERSEAS  ELECTORS",All  Voters,4.694835680751173,51.40845070422535,0.0,5.868544600938967,8.450704225352112,0.0,0.7042253521126761,27.69953051643192,1.173708920187793,5,1.173708920187793,Dravida Munnetra Kazhagam,219,118,101,5,1,10,4,3,10,6,2,10,10,9,7,7,23.70892018779343,Tamilaga Vettri Kazhagam,5,1,10,4,3,10,6,2,10,10,9,7,7
224,72,187,2,11,167,1,2,263,2,1,0,2,2,712,0,5,717,0,Agaram,"Panchayat  Union  Primary  School,  Agaram","1.Vallanadukasba  (R.V)  And  (P)  Agaram  block  12, 2.Vallanadukasba  (R.V)  And  (P)  Agaram  Block  13, 999.OVERSEAS  ELECTORS",All  Voters,10.1123595505618,26.26404494382022,0.2808988764044944,1.544943820224719,23.45505617977528,0.1404494382022472,0.2808988764044944,36.93820224719101,0.7022471910112359,7,0.9831460674157303,Tamilaga Vettri Kazhagam,263,187,76,4,2,6,5,3,11,6,1,6,11,13,6,6,10.67415730337079,Dravida Munnetra Kazhagam,4,2,6,5,3,11,6,1,6,11,13,6,6
225,34,239,3,31,122,0,4,217,1,2,1,1,4,659,0,7,666,0,Murappanadu,"Panchayat  Union  Middle  School  ,Main Building,  South  Portion  Murappanadu","1.MurappanaduKovilpathu  (R.V)  And  (P)  Murappanadu  kasbha  Block  1, 2.MurappanaduKovilpathu  (R.V)  And  (P)  Puducolony  padukaiur  Block  2, 999.OVERSEAS  ELECTORS",All  Voters,5.159332321699544,36.26707132018209,0.4552352048558422,4.704097116843703,18.51289833080425,0.0,0.6069802731411229,32.92867981790592,1.062215477996965,9,1.365705614567527,Dravida Munnetra Kazhagam,239,217,22,4,1,8,5,3,13,6,2,10,9,10,10,6,3.338391502276176,Tamilaga Vettri Kazhagam,4,1,8,5,3,13,6,2,10,9,10,10,6
